Normalized_Author_Name,Cited_by,Publications,Journals,Funded_publications,Not_funded_publications,Author(s)_ID,Publisher_Count,Folio,First_Year,Seniority,Seniority_Group,Cited_Above_Q3,Publications_Above_Q3,Funding_Ratio,Cluster,TSNE1,TSNE2
"robles machuca, marcela",0,1,1,1,0,57204900777,1,UCOL-1483,2024,1,0,False,False,1.0,0.0,-56.093285,25.628107
"robles zepeda, ramon",2,1,1,1,0,12767071800,1,UCOL-1484,2021,4,0,False,False,1.0,0.0,-19.662373,44.038242
"robles, jose eduardo valdez",0,1,1,1,0,59013466900,1,UCOL-1485,2024,1,0,False,False,1.0,0.0,-55.50161,26.67839
"roces de alvarez buylla, elena",19,4,4,3,1,57205105812,4,UCOL-1486,2017,8,5,False,False,0.75,0.0,1.1757087,14.804875
"roces, elena",7,1,1,1,0,59159121800,1,UCOL-1487,2019,6,5,False,False,1.0,0.0,3.107945,49.43599
"rocha ramirez, luz maria",93,8,5,7,1,6506206883,2,UCOL-1489,2019,6,5,True,True,0.875,0.0,5.5770483,18.589993
"rodriguez abdala, viktor",3,3,3,2,1,56565423900,3,UCOL-1491,2019,6,5,False,False,0.6666666666666666,0.0,-2.4893713,14.656443
"rodriguez aguilar, brian",14,6,4,4,2,57217487978,4,UCOL-1493,2022,3,0,False,True,0.6666666666666666,0.0,-6.7877073,13.974843
"rodriguez betancourtt, veronica maria",252,16,8,11,5,16639756900,9,UCOL-1494,2014,11,10,True,True,0.6875,0.0,15.485292,13.039598
"rodriguez cahuantzi,",83,5,5,4,1,35726054200,4,UCOL-1495,2020,5,5,True,False,0.8,0.0,-4.2080946,16.946032
"rodriguez celestino, veronica",10,1,1,1,0,57813402400,1,UCOL-1496,2022,3,0,False,False,1.0,0.0,-22.90749,25.439476
"rodriguez elias, julio",32,3,2,2,1,55771751300,2,UCOL-1497,2013,12,10,False,False,0.6666666666666666,0.0,6.0175676,6.423964
"rodriguez garcia, andrea",0,1,1,1,0,59218389800,1,UCOL-1498,2024,1,0,False,False,1.0,0.0,-54.893578,25.581959
"rodriguez hernandez, andrea",1,2,2,2,0,57900949400,1,UCOL-1500,2023,2,0,False,False,1.0,0.0,-38.77217,17.683952
"rodriguez leal, fanny junue",4,1,1,1,0,57219875725,1,UCOL-1501,2021,4,0,False,False,1.0,0.0,-18.954447,44.094955
"rodriguez martinez, martin",68,5,2,4,1,37077994600,2,UCOL-1503,2010,15,15,True,False,0.8,0.0,10.287718,5.8773313
"rodriguez mejia, jose luis",0,2,2,2,0,24597907100,2,UCOL-1504,2024,1,0,False,False,1.0,0.0,-51.48021,24.204382
"rodriguez munoz, rafael",14,2,2,1,1,56013663900,2,UCOL-1506,2008,17,15,False,False,0.5,0.0,11.073907,-1.4088538
"rodriguez ortiz, miguel",28,7,4,1,6,57201301138,3,UCOL-1507,2017,8,5,False,True,0.14285714285714285,0.0,-0.13240159,-15.567606
"rodriguez perez, martha",5,1,1,1,0,57217356448,1,UCOL-1508,2020,5,5,False,False,1.0,0.0,-8.028595,49.612095
"rodriguez sanoja, romina",13,3,2,2,1,6506683323,2,UCOL-1512,2019,6,5,False,False,0.6666666666666666,0.0,-2.673961,14.576288
"rodriguez vazquez, armando",8,3,2,3,0,57216361093,2,UCOL-1515,2020,5,5,False,False,1.0,0.0,-5.6069827,45.29867
"rodriguez, .",13,3,2,1,2,56991979500,2,UCOL-1517,2016,9,5,False,False,0.3333333333333333,0.0,-1.5297018,-10.776745
"rodriguez, mario",5,1,1,1,0,8920393400,1,UCOL-1520,2022,3,0,False,False,1.0,0.0,-20.738062,23.972996
"rodriguez, omar alejandro ramos",9,1,1,1,0,57218312340,1,UCOL-1521,2021,4,0,False,False,1.0,0.0,-18.372814,43.41248
"rojas lima, susana",30,3,2,1,2,6602912704,3,UCOL-1526,2014,11,10,False,False,0.3333333333333333,0.0,1.6441163,-10.60025
"rojas mayorga, .",172,12,8,9,3,52364841600,4,UCOL-1528,2017,8,5,True,True,0.75,0.0,14.016563,14.082489
"rojas montes, .",28,3,3,3,0,56806888000,3,UCOL-1529,2020,5,5,False,False,1.0,0.0,-5.1139064,45.2441
"rolon avalos, alejandro",0,1,1,1,0,59340453900,1,UCOL-1534,2024,1,0,False,False,1.0,0.0,-55.50161,26.67839
"romero chavez, maria",37,5,4,4,1,57193884965,3,UCOL-1536,2017,8,5,False,False,0.8,0.0,1.8880824,15.516561
"romero gonzalez, gustavo",28,4,4,2,2,57388904000,4,UCOL-1537,2016,9,5,False,False,0.5,0.0,-0.5367745,3.1928751
"romero gutierrez, teresa",161,7,4,4,3,56044558400,4,UCOL-1538,2013,12,10,True,True,0.5714285714285714,0.0,8.35091,7.8060155
"romero ibarra, .",24,1,1,1,0,56013732100,1,UCOL-1539,2018,7,5,False,False,1.0,0.0,11.460056,44.889217
"romero michel, jessica",22,5,4,4,1,57211403770,3,UCOL-1540,2020,5,5,False,False,0.8,0.0,-4.4709253,16.90358
"romero, gerardo",18,6,3,6,0,55989768700,4,UCOL-1541,2019,6,5,False,True,1.0,0.0,5.5580077,41.700096
"rosa flores marquez, maria",11,1,1,1,0,55645189700,1,UCOL-1544,2013,12,10,False,False,1.0,0.0,22.228914,32.524525
"rosas ornelas, juan luis",13,1,1,1,0,57415334700,1,UCOL-1546,2022,3,0,False,False,1.0,0.0,-23.46142,25.848433
"rubio gonzalez, carlos",14,3,3,2,1,7202754805,3,UCOL-1548,2019,6,5,False,False,0.6666666666666666,0.0,-2.6975114,14.565998
"rubio, claudia . valle",3,2,1,1,1,57210936005,1,UCOL-1549,2019,6,5,False,False,0.5,0.0,-7.241936,3.1300445
"rudino pinera, enrique",50,6,5,4,2,6603272503,5,UCOL-1550,2016,9,5,False,True,0.6666666666666666,0.0,4.0451183,10.935128
"ruiz corral, jose",4,2,2,1,1,24529043900,2,UCOL-1553,2022,3,0,False,False,0.5,0.0,-14.108866,2.2313786
"ruiz may, eliel",5,2,2,2,0,25625636500,2,UCOL-1555,2023,2,0,False,False,1.0,0.0,-38.9256,17.638996
"ruiz ramirez, johnatan",7,10,7,3,7,57203599188,7,UCOL-1559,2016,9,5,False,True,0.3,0.0,-0.9987701,-6.8621593
"ruiz sanchez, esau",63,9,8,4,5,56000862000,7,UCOL-1560,2018,7,5,True,True,0.4444444444444444,0.0,-4.5233912,-2.1797254
"ruiz torres, miguel",4,1,1,1,0,58039380300,1,UCOL-1561,2022,3,0,False,False,1.0,0.0,-20.035149,23.821598
"ruvalcaba galindo, jessica",0,1,1,1,0,59481943700,1,UCOL-1566,2025,0,0,False,False,1.0,0.0,-58.11555,29.788425
"saavedra molina, alfredo",143,15,11,13,2,6701637475,10,UCOL-1568,2010,15,15,True,True,0.8666666666666667,0.0,17.117435,9.957964
"saenz, roberto",58,9,9,8,1,35782298400,8,UCOL-1571,2013,12,10,True,True,0.8888888888888888,0.0,15.744233,29.705332
"salazar enriquez, diana",22,2,2,1,1,56711992000,2,UCOL-1573,2014,11,10,False,False,0.5,0.0,2.344301,1.2336631
"salazar fajardo, pedro",29,3,3,2,1,55771080300,3,UCOL-1574,2013,12,10,False,False,0.6666666666666666,0.0,6.0126777,6.414798
"salazar licea, luis carlos",0,1,1,1,0,59396045500,1,UCOL-1576,2024,1,0,False,False,1.0,0.0,-54.893578,25.581959
"salazar monge, hermenegildo",4,1,1,1,0,58118849600,1,UCOL-1577,2023,2,0,False,False,1.0,0.0,-37.288536,14.992539
"salazar, miguel enrique patino",12,2,2,1,1,27567950200,2,UCOL-1579,2020,5,5,False,False,0.5,0.0,-10.180162,2.73186
"salvatierra stamp, vilma del",80,5,4,5,0,56743309900,5,UCOL-1584,2015,10,10,True,False,1.0,0.0,14.746777,33.49709
"sanchez chaparro, maria",17,3,3,3,0,57191519218,3,UCOL-1586,2016,9,5,False,False,1.0,0.0,16.667572,36.075603
"sanchez duarte,",34,3,3,2,1,57192814476,3,UCOL-1590,2017,8,5,False,False,0.6666666666666666,0.0,0.049326796,13.667163
"sanchez galindo, juan",0,1,1,1,0,59490329100,1,UCOL-1591,2024,1,0,False,False,1.0,0.0,-55.50161,26.67839
"sanchez garcia, isabel",23,1,1,1,0,58450650300,1,UCOL-1592,2020,5,5,False,False,1.0,0.0,-6.3286247,49.059868
"sanchez gonzalez, jorge",14,4,3,2,2,56112377900,4,UCOL-1593,2018,7,5,False,False,0.5,0.0,-4.8234153,2.1411583
"sanchez lopez, filiberto",2,1,1,1,0,7403074282,1,UCOL-1594,2021,4,0,False,False,1.0,0.0,-19.662373,44.038242
"sanchez meza, karmina",0,4,4,2,2,56943480800,3,UCOL-1596,2024,1,0,False,False,0.5,0.0,-16.647758,1.6164358
"sanchez miguel, denison selene",11,1,1,1,0,35750697900,1,UCOL-1597,2013,12,10,False,False,1.0,0.0,22.228914,32.524525
"sanchez pastor, .",24,1,1,1,0,56054367300,1,UCOL-1599,2014,11,10,False,False,1.0,0.0,21.156776,33.592487
"sanchez pina, ramon alberto",101,9,7,1,8,57190223601,7,UCOL-1601,2016,9,5,True,True,0.1111111111111111,0.0,0.88650745,-15.682573
"sanchez rangel, juan carlos",27,8,8,4,4,55885225600,6,UCOL-1603,2017,8,5,False,True,0.5,0.0,2.607401,9.443049
"sanchez, julian . martinez",3,2,1,1,1,57210931704,1,UCOL-1608,2019,6,5,False,False,0.5,0.0,-7.691997,2.785424
"sanchez, nestor",5,1,1,1,0,7006560556,1,UCOL-1610,2007,18,15,False,False,1.0,0.0,25.994675,27.524773
"sandoval, zeferino gomez",14,2,2,2,0,57218311102,1,UCOL-1616,2021,4,0,False,False,1.0,0.0,-16.040339,41.137276
"santiago, hydyn",12,3,2,1,2,15722843800,2,UCOL-1620,2013,12,10,False,False,0.3333333333333333,0.0,4.050206,-10.554123
"santiago, olinda soriano",20,1,1,1,0,39661410000,1,UCOL-1621,2011,14,10,False,False,1.0,0.0,23.915611,30.320005
"santillan luna, vanessa",3,1,1,1,0,58849852700,1,UCOL-1622,2024,1,0,False,False,1.0,0.0,-53.320793,29.298264
"santillan, rosa",19,3,2,1,2,35515968200,2,UCOL-1623,2017,8,5,False,False,0.3333333333333333,0.0,-2.9891238,-10.809359
"santos alvarez, ruben",14,1,1,1,0,57205180346,1,UCOL-1624,2019,6,5,False,False,1.0,0.0,3.1241462,48.382946
"santoyo salazar, jaime",161,9,4,4,5,56013564300,5,UCOL-1627,2014,11,10,True,True,0.4444444444444444,0.0,5.2389383,-6.195141
"sarma, ..",11,2,2,1,1,7102934467,2,UCOL-1629,2015,10,10,False,False,0.5,0.0,0.56077814,1.7627228
"sarmiento hernandez, karla",15,1,1,1,0,58077001400,1,UCOL-1630,2023,2,0,False,False,1.0,0.0,-38.355183,13.914531
"savov, ivan",222,8,4,5,3,12040723700,5,UCOL-1633,2008,17,15,True,True,0.625,0.0,13.49191,5.067448
"sergio, sanchez",21,4,2,3,1,56909469700,3,UCOL-1636,2016,9,5,False,False,0.75,0.0,1.7361566,14.066999
"serrano magana, hector",4,2,2,1,1,57222497085,2,UCOL-1637,2021,4,0,False,False,0.5,0.0,-12.575143,2.4657319
"setiawan, ezra putranda",25,2,2,2,0,57190934323,2,UCOL-1640,2021,4,0,False,False,1.0,0.0,-15.4657345,41.66387
"sheklakova, .",3,2,1,1,1,6506344204,1,UCOL-1644,2013,12,10,False,False,0.5,0.0,4.0523047,0.6454966
"sidhik, siraj",73,1,1,1,0,55981916100,1,UCOL-1645,2017,8,5,True,False,1.0,0.0,13.292229,39.683655
"silva, rodolfo",7,3,3,1,2,55993636000,3,UCOL-1649,2015,10,10,False,False,0.3333333333333333,0.0,-0.06551207,-10.633584
"simo, jose",30,5,5,2,3,7006961261,3,UCOL-1650,2011,14,10,False,False,0.4,0.0,7.5222774,-9.985153
"simon, jorge",23,8,5,2,6,36835475000,5,UCOL-1651,2016,9,5,False,True,0.25,0.0,-0.9816118,-7.664057
"solis, jesus ezequiel molinar",19,3,2,1,2,8558141600,3,UCOL-1656,2020,5,5,False,False,0.3333333333333333,0.0,-8.754927,-6.3878164
"song, shaoxian",351,3,2,2,1,7403349534,2,UCOL-1657,2014,11,10,True,False,0.6666666666666666,0.0,13.729474,9.43768
"sonten, leonard .",1,1,1,1,0,58029651900,1,UCOL-1658,2022,3,0,False,False,1.0,0.0,-18.914484,22.405945
"sotelo garcia, dalia",1,1,1,1,0,57464049400,1,UCOL-1663,2022,3,0,False,False,1.0,0.0,-18.204273,23.334951
"sotelo mundo, rogerio",22,2,2,2,0,6602179004,2,UCOL-1664,2017,8,5,False,False,1.0,0.0,15.509248,38.35068
"sotelo salas, cristina",39,3,3,3,0,57217167083,3,UCOL-1665,2018,7,5,False,False,1.0,0.0,9.521054,42.651558
"soto castro, delia",19,3,2,1,2,6504020140,2,UCOL-1666,2017,8,5,False,False,0.3333333333333333,0.0,-2.989086,-10.80755
"soto jimenez, martin",21,2,1,2,0,6603166081,2,UCOL-1668,2021,4,0,False,False,1.0,0.0,-15.574624,41.41684
"stojanoff, vivian",27,2,2,2,0,57207907951,2,UCOL-1672,2017,8,5,False,False,1.0,0.0,15.11858,38.453773
"strubbia, renata",11,2,2,2,0,35491837800,2,UCOL-1673,2019,6,5,False,False,1.0,0.0,5.0060244,45.989548
"suarez caro, stephania",4,1,1,1,0,57194082773,1,UCOL-1675,2016,9,5,False,False,1.0,0.0,18.823868,36.69249
"sudarsky, daniel",10,2,2,2,0,7003779083,2,UCOL-1677,2017,8,5,False,False,1.0,0.0,16.066301,38.391365
"sudo, yasuaki",7,2,1,1,1,7101822931,1,UCOL-1678,2017,8,5,False,False,0.5,0.0,-2.515905,2.5908911
"sugich miranda, rocio",2,1,1,1,0,56013557200,1,UCOL-1679,2021,4,0,False,False,1.0,0.0,-19.393816,44.850388
"sumaya martinez, . teresa",96,6,6,4,2,8613381300,5,UCOL-1681,2008,17,15,True,True,0.6666666666666666,0.0,12.221225,3.7576349
"tapia cabrera, silvana",13,2,2,2,0,57208272192,2,UCOL-1684,2019,6,5,False,False,1.0,0.0,4.4588866,46.32115
"tapia munoz, jose",13,3,3,2,1,7801491490,3,UCOL-1685,2018,7,5,False,False,0.6666666666666666,0.0,-1.3747075,14.195244
"tejeda chavez, hector",22,5,5,4,1,14326170000,3,UCOL-1687,2006,19,15,False,False,0.8,0.0,14.141601,1.3760414
"tejeda luna, julio",0,1,1,1,0,59335182400,1,UCOL-1688,2024,1,0,False,False,1.0,0.0,-56.093285,25.628107
"tejeda munoz,",66,3,3,2,1,56013631500,3,UCOL-1689,2020,5,5,True,False,0.6666666666666666,0.0,-4.1998973,15.18301
"tejeda yeomans, maria elena",135,17,12,14,3,6602667192,10,UCOL-1690,2017,8,5,True,True,0.8235294117647058,0.0,13.747245,15.396492
"terrero escalante, csar",40,7,6,5,2,55995927700,5,UCOL-1692,2012,13,10,False,True,0.7142857142857143,0.0,9.511826,7.3873715
"thenozhi, suresh",63,8,7,1,7,55445957500,5,UCOL-1694,2021,4,0,True,True,0.125,0.0,-9.591678,-8.884566
"tiburcio jimenez, daniel",62,10,8,7,3,57216491981,7,UCOL-1695,2020,5,5,True,True,0.7,0.0,5.105657,15.774697
"tierrafria, victor",15,3,2,2,1,39862038300,3,UCOL-1696,2016,9,5,False,False,0.6666666666666666,0.0,0.8481005,13.268682
"tinoco zermeno, miguel",154,8,7,1,7,55911344900,6,UCOL-1698,2014,11,10,True,True,0.125,0.0,1.6013448,-15.607328
"tlenkopatchev, mikhail",24,5,4,3,2,6701725307,2,UCOL-1700,2011,14,10,False,False,0.6,0.0,8.0060835,4.464859
"toney, michael",2,1,1,1,0,8236756700,1,UCOL-1702,2021,4,0,False,False,1.0,0.0,-19.939653,43.054253
"toris guitron, . gabriela",9,1,1,1,0,57820267800,1,UCOL-1704,2022,3,0,False,False,1.0,0.0,-22.540533,25.35358
"toro equihua, mario del",18,5,4,3,2,56083291500,5,UCOL-1705,2014,11,10,False,False,0.6,0.0,5.399894,8.070323
"torres chavez, ana",66,2,2,2,0,57220572817,2,UCOL-1707,2020,5,5,True,False,1.0,0.0,-2.6724355,44.740902
"torres magallanes, jose",18,3,2,3,0,57657614300,3,UCOL-1710,2022,3,0,False,False,1.0,0.0,-18.185707,31.325878
"torres rojo, yisel",4,1,1,1,0,23668976400,1,UCOL-1713,2020,5,5,False,False,1.0,0.0,-8.009238,50.142452
"torres, fernanda",0,1,1,1,0,57959868300,1,UCOL-1714,2023,2,0,False,False,1.0,0.0,-36.402336,15.902128
"toscano velazquez, jose",3,1,1,1,0,57394104800,1,UCOL-1716,2021,4,0,False,False,1.0,0.0,-19.362717,43.613953
"toscano verduzco, felipe",23,2,2,1,1,57210958002,2,UCOL-1717,2020,5,5,False,False,0.5,0.0,-9.792574,3.2192478
"tu, loring",2,1,1,1,0,7005157397,1,UCOL-1722,2007,18,15,False,False,1.0,0.0,26.016613,27.542305
"tysinger, bryan",24,1,1,1,0,56998730600,1,UCOL-1723,2017,8,5,False,False,1.0,0.0,16.115297,39.847504
"urban , jorge",16,3,2,3,0,56757034400,2,UCOL-1726,2022,3,0,False,False,1.0,0.0,-18.176374,31.279278
"urena, jesus",15,2,2,1,1,7003534728,2,UCOL-1727,2009,16,15,False,False,0.5,0.0,9.9893265,-1.0773892
"uribe alvarado, . isaac",23,3,3,1,2,56090125400,3,UCOL-1730,2017,8,5,False,False,0.3333333333333333,0.0,-2.8502998,-10.720788
"uribe ramos, .",34,7,6,3,4,57224680874,5,UCOL-1731,2021,4,0,False,True,0.42857142857142855,0.0,-9.629498,-2.7150288
"uribe salas, alejandro",66,5,3,3,2,6603601243,3,UCOL-1732,2017,8,5,True,False,0.6,0.0,-0.44359466,11.521736
"vaca paniagua, felipe",7,1,1,1,0,24342499300,1,UCOL-1736,2018,7,5,False,False,1.0,0.0,12.436892,44.38137
"valadez ramirez, pedro",3,2,2,1,1,57202643272,2,UCOL-1738,2021,4,0,False,False,0.5,0.0,-12.34436,1.971308
"valcarcel gamino, jose",8,3,2,2,1,57200549936,2,UCOL-1739,2018,7,5,False,False,0.6666666666666666,0.0,-1.4060185,14.231308
"valcarcel, jose antonio",6,1,1,1,0,55350575800,1,UCOL-1740,2012,13,10,False,False,1.0,0.0,23.135603,31.407627
"valdes gonzalez,",102,5,3,3,2,55989760900,3,UCOL-1741,2013,12,10,True,False,0.6,0.0,7.239581,7.684022
"valdez morales, eduardo",3,3,3,3,0,56013702700,3,UCOL-1742,2024,1,0,False,False,1.0,0.0,-50.35059,23.538378
"valdez, jose luis",0,1,1,1,0,57754361300,1,UCOL-1743,2023,2,0,False,False,1.0,0.0,-36.402336,15.902128
"valdez, jose miguel telles",0,1,1,1,0,59013993800,1,UCOL-1744,2024,1,0,False,False,1.0,0.0,-54.893578,25.581959
"valdovinos, ismael amezcua",299,7,6,4,3,36081477700,5,UCOL-1749,2017,8,5,True,True,0.5714285714285714,0.0,13.719056,10.479606
"valencia yah, teresita",1,1,1,1,0,57204361803,1,UCOL-1752,2022,3,0,False,False,1.0,0.0,-18.485065,22.572414
"valencia, aniyohana",32,2,2,1,1,57355346300,2,UCOL-1753,2020,5,5,False,False,0.5,0.0,-10.146673,3.467289
"valenzuela chavira, ignacio",22,2,2,2,0,57193012223,2,UCOL-1755,2017,8,5,False,False,1.0,0.0,15.509248,38.35068
"valle reyes, juan salvador",105,2,2,1,1,57192889175,2,UCOL-1756,2017,8,5,True,False,0.5,0.0,-2.589722,4.1593003
"valle reyes, salvador",51,10,6,7,3,56067180800,7,UCOL-1757,2014,11,10,False,True,0.7,0.0,8.482503,10.856333
"van der heyden, marcel .",90,6,5,4,2,6603887519,3,UCOL-1758,2011,14,10,True,True,0.6666666666666666,0.0,10.561589,6.2395897
"vaquera araujo, carlos",84,11,6,8,3,22836713300,7,UCOL-1759,2013,12,10,True,True,0.7272727272727273,0.0,10.109131,9.818612
"vargas bracamontes dulce,",26,1,1,1,0,57201364688,1,UCOL-1760,2018,7,5,False,False,1.0,0.0,11.304578,44.834354
"vargas bracamontes, dulce",129,8,4,7,1,26636174000,4,UCOL-1761,2009,16,15,True,True,0.875,0.0,11.783203,7.024581
"vargas bravo, manuel",35,3,2,2,1,57191094194,2,UCOL-1762,2014,11,10,False,False,0.6666666666666666,0.0,5.3968678,6.9321837
"vargas gutierrez, victor",17,2,2,1,1,57170843300,2,UCOL-1763,2016,9,5,False,False,0.5,0.0,-1.1741273,2.39299
"vargas jaimes, leonel",1,2,1,1,1,55534160600,1,UCOL-1764,2022,3,0,False,False,0.5,0.0,-14.3431835,2.612373
"vargas rosales, cesar",13,1,1,1,0,57192363563,1,UCOL-1765,2021,4,0,False,False,1.0,0.0,-17.788477,43.664783
"vasquez jimenez, clemente",38,2,2,1,1,56756246000,2,UCOL-1767,2009,16,15,False,False,0.5,0.0,10.057244,-0.8321472
"vazquez cardenas, ruben",32,3,3,2,1,57193887553,2,UCOL-1769,2017,8,5,False,False,0.6666666666666666,0.0,0.03591693,13.690867
"vazquez fernandez, erik eduardo",2,3,3,1,2,57418951800,3,UCOL-1770,2015,10,10,False,False,0.3333333333333333,0.0,-0.052246828,-10.579984
"vazquez gonzalez, karla isabel",0,1,1,1,0,59256638500,1,UCOL-1771,2024,1,0,False,False,1.0,0.0,-55.50161,26.67839
"vazquez guerrero, marina",2,3,3,2,1,57203260795,3,UCOL-1772,2018,7,5,False,False,0.6666666666666666,0.0,-1.4354037,14.272585
"vazquez jimenez, cesar",14,3,3,2,1,57195200005,3,UCOL-1773,2019,6,5,False,False,0.6666666666666666,0.0,-2.6975124,14.565996
"vazquez vuelvas, oscar",92,16,10,9,7,56013690400,9,UCOL-1775,2012,13,10,True,True,0.5625,0.0,17.861786,7.561256
"vega juarez, irving",0,1,1,1,0,59481734900,1,UCOL-1779,2025,0,0,False,False,1.0,0.0,-57.942814,29.692644
"vega riquer, jose",124,2,2,2,0,57205475708,2,UCOL-1781,2019,6,5,True,False,1.0,0.0,-0.30571118,42.941986
"velasco loyden, gabriela",1,1,1,1,0,15051338800,1,UCOL-1786,2024,1,0,False,False,1.0,0.0,-53.21273,27.72953
"velazco cruz jorge,",16,1,1,1,0,57209689418,1,UCOL-1788,2019,6,5,False,False,1.0,0.0,2.449745,48.792732
"velazquez cruz, beatriz",9,2,2,2,0,57418421900,2,UCOL-1789,2022,3,0,False,False,1.0,0.0,-18.963823,29.468538
"venegas villalvazo, david fernando",0,1,1,1,0,59492681400,1,UCOL-1794,2024,1,0,False,False,1.0,0.0,-54.893578,25.581959
"ventura cisneros, hugo",0,2,2,1,1,57224105819,2,UCOL-1795,2020,5,5,False,False,0.5,0.0,-9.599814,2.2244606
"verde romero, daniel alfonso",13,2,2,1,1,58889451800,2,UCOL-1798,2024,1,0,False,False,0.5,0.0,-16.341465,1.7637333
"verduzco zapata, manuel",52,11,9,9,2,55129227300,10,UCOL-1800,2017,8,5,False,True,0.8181818181818182,0.0,6.8680205,16.780527
"verjan carrillo, erika",2,2,2,1,1,57210847766,2,UCOL-1802,2019,6,5,False,False,0.5,0.0,-7.2778664,3.2659662
"vidal, monica lemus",3,2,1,1,1,57210928380,1,UCOL-1803,2019,6,5,False,False,0.5,0.0,-7.320282,2.847187
"villa barba, miguel angel",13,1,1,1,0,57415334600,1,UCOL-1807,2022,3,0,False,False,1.0,0.0,-23.710161,25.438597
"villa martinez, cesar",5,1,1,1,0,57735745000,1,UCOL-1808,2022,3,0,False,False,1.0,0.0,-20.738062,23.972996
"villanueva mejia,",14,1,1,1,0,57197853644,1,UCOL-1811,2023,2,0,False,False,1.0,0.0,-38.558235,14.536509
"villanueva, juvenal",17,4,2,1,3,26436181500,2,UCOL-1812,2016,9,5,False,False,0.25,0.0,-1.3873175,-11.986595
"villatoro gomez, kathya",34,6,5,6,0,57201549783,4,UCOL-1815,2018,7,5,False,True,1.0,0.0,6.039979,41.117744
"villatoro tello,",7,1,1,1,0,56888900000,1,UCOL-1816,2020,5,5,False,False,1.0,0.0,-7.983694,48.761196
"villavelazquez mendoza,",78,12,8,4,8,55811234400,7,UCOL-1817,2013,12,10,True,True,0.3333333333333333,0.0,8.498817,-7.566442
"villegas zurita, francisco",11,3,2,3,0,56980014400,2,UCOL-1818,2019,6,5,False,False,1.0,0.0,5.1265597,44.408566
"villegas, sergio . montero",3,2,1,1,1,57210926132,1,UCOL-1819,2019,6,5,False,False,0.5,0.0,-7.693639,2.7881758
"virgen ortiz, .",108,8,7,5,3,55200320500,6,UCOL-1820,2012,13,10,True,True,0.625,0.0,8.9413595,8.110656
"virgen ortiz, raul",9,1,1,1,0,57417847600,1,UCOL-1821,2022,3,0,False,False,1.0,0.0,-22.89825,24.778248
"vuelvas alvarado, anuar",4,1,1,1,0,58039380200,1,UCOL-1825,2022,3,0,False,False,1.0,0.0,-20.259571,23.353281
"vuelvas olmos, cesar ruben",150,9,7,3,6,57215034527,6,UCOL-1826,2020,5,5,True,True,0.3333333333333333,0.0,-5.277212,-3.939204
"vuelvas, carlos alberto ramirez",0,1,1,1,0,57201743679,1,UCOL-1827,2018,7,5,False,False,1.0,0.0,12.947995,44.59873
"walle guillen, mireya",3,2,2,1,1,57394699000,2,UCOL-1829,2021,4,0,False,False,0.5,0.0,-12.34436,1.971308
"west, robert",24,2,2,2,0,36046428500,2,UCOL-1832,2016,9,5,False,False,1.0,0.0,17.634113,36.263596
"wherrett, tim",112,3,2,3,0,9843812300,1,UCOL-1833,2005,20,20,True,False,1.0,0.0,25.847006,26.330597
"wong, rebeca",64,9,8,7,2,8958293300,8,UCOL-1835,2017,8,5,True,True,0.7777777777777778,0.0,6.774124,16.52375
"wonneberger, elena",1,1,1,1,0,57206730497,1,UCOL-1836,2019,6,5,False,False,1.0,0.0,3.7403822,49.909187
"wutsqa, dhoriva urwatul",6,1,1,1,0,56471809000,1,UCOL-1839,2021,4,0,False,False,1.0,0.0,-18.842478,43.16246
yair cardenas conejo,215,13,10,10,3,36968458500,11,UCOL-1840,2016,9,5,True,True,0.7692307692307693,0.0,14.489781,14.0624
"zaizar fregoso, sergio",84,14,11,6,8,57205514345,10,UCOL-1843,2019,6,5,True,True,0.42857142857142855,0.0,-2.2040973,-4.6129456
"zakai, uzma",24,2,2,2,0,8543348100,2,UCOL-1844,2016,9,5,False,False,1.0,0.0,17.63395,36.263683
"zamora cardenas, rodrigo",10,3,3,3,0,57216397134,3,UCOL-1846,2020,5,5,False,False,1.0,0.0,-5.582136,45.30281
"zamudio ojeda,",44,4,4,3,1,55606594200,4,UCOL-1848,2016,9,5,False,False,0.75,0.0,1.7876451,14.11559
"zamudio,",50,7,3,7,0,55989639200,3,UCOL-1849,2016,9,5,False,True,1.0,0.0,13.533197,34.494724
"zapata, manuel gerardo verduzco",8,1,1,1,0,57210890262,1,UCOL-1851,2019,6,5,False,False,1.0,0.0,3.3566713,48.997643
"zarate lopez, david",90,6,6,5,1,56431173100,6,UCOL-1852,2015,10,10,True,True,0.8333333333333334,0.0,8.765164,14.657519
"zarate romero, andres",7,2,2,2,0,55918104600,2,UCOL-1853,2019,6,5,False,False,1.0,0.0,4.970574,46.6253
"zarate, ulises",5,3,2,3,0,58095912500,2,UCOL-1854,2023,2,0,False,False,1.0,0.0,-39.62301,18.42658
"zarazua,",188,6,6,4,2,36550733400,3,UCOL-1855,2010,15,15,True,True,0.6666666666666666,0.0,12.53982,5.604079
"zatarain palacios, rocio",14,4,4,4,0,14018651000,4,UCOL-1856,2021,4,0,False,False,1.0,0.0,-14.470132,38.704395
"zavala cerna, maria guadalupe",5,4,4,2,2,55552848000,4,UCOL-1857,2015,10,10,False,False,0.5,0.0,0.56964105,2.6819255
"zavalza galvez, diana itzel",4,2,2,1,1,58119021300,2,UCOL-1859,2023,2,0,False,False,0.5,0.0,-15.547067,1.9986722
