Normalized_Author_Name,Cited_by,Publications,Journals,Funded_publications,Not_funded_publications,Author(s)_ID,Publisher_Count,Folio,First_Year,Seniority,Seniority_Group,Cited_Above_Q3,Publications_Above_Q3,Funding_Ratio,Cluster,TSNE1,TSNE2
"delgadillo nuno, manuel",46,7,6,5,2,36815647900,6,UCOL-0442,2011,14,10,False,True,0.7142857142857143,0.0,9.918192,6.940243
"delgado alfaro, .",14,3,3,2,1,56040826300,3,UCOL-0443,2014,11,10,False,False,0.6666666666666666,0.0,5.3512177,6.8444796
"delgado enciso, josuel",106,14,12,8,6,57200247029,9,UCOL-0445,2018,7,5,True,True,0.5714285714285714,0.0,6.631116,13.93906
"delgado enciso, osiris",81,18,15,14,4,57200413577,9,UCOL-0446,2017,8,5,True,True,0.7777777777777778,0.0,13.253451,15.611852
"delgado hernandez, ofelia",0,1,1,1,0,59363047600,1,UCOL-0447,2024,1,0,False,False,1.0,0.0,-54.893578,25.581959
"delgado machuca, jaime",4,1,1,1,0,58640258700,1,UCOL-0448,2024,1,0,False,False,1.0,0.0,-53.593395,29.351526
"delgado machuca, marina",44,8,7,5,3,57222388305,6,UCOL-0449,2021,4,0,False,True,0.625,0.0,-5.814964,12.865961
"delgado ramirez, mayra",21,5,3,5,0,36622764500,3,UCOL-0450,2010,15,15,False,False,1.0,0.0,25.872944,29.967445
"delgado salas, cristian ivan",2,1,1,1,0,58094334700,1,UCOL-0452,2022,3,0,False,False,1.0,0.0,-18.748016,23.807796
"diaz llerenas, uriel",0,1,1,1,0,59491395600,1,UCOL-0459,2024,1,0,False,False,1.0,0.0,-54.893578,25.581959
"diaz martinez, janet",86,14,12,10,4,57208866432,7,UCOL-0461,2019,6,5,True,True,0.7142857142857143,0.0,6.4743147,15.3484745
"diaz mendoza, maria guadalupe",6,1,1,1,0,57761448100,1,UCOL-0462,2022,3,0,False,False,1.0,0.0,-21.195621,24.671492
"diaz torres, evelyn",45,3,3,2,1,57192810692,3,UCOL-0464,2017,8,5,False,False,0.6666666666666666,0.0,0.11317933,13.510513
"dominguez jimenez, isabel",117,10,8,9,1,57189841299,7,UCOL-0471,2020,5,5,True,True,0.9,0.0,6.2460837,19.12759
"dominguez lopez, mariana",1,1,1,1,0,57196217291,1,UCOL-0472,2024,1,0,False,False,1.0,0.0,-53.21273,27.729532
"dominguez reyes, tonatiuh",89,6,6,4,2,56512418700,6,UCOL-0473,2015,10,10,True,True,0.6666666666666666,0.0,4.835554,10.23628
"donis maturano, luis",30,1,1,1,0,26323079900,1,UCOL-0475,2019,6,5,False,False,1.0,0.0,1.7614287,47.381245
"dorronsoro, elena roces",3,2,1,1,1,57209888826,1,UCOL-0476,2019,6,5,False,False,0.5,0.0,-7.5925093,3.378152
"douglas, annie",0,1,1,1,0,24775809900,1,UCOL-0477,2023,2,0,False,False,1.0,0.0,-36.402336,15.902128
"duenas, herbert",7,5,5,5,0,55665193700,5,UCOL-0479,2013,12,10,False,False,1.0,0.0,23.084122,33.60191
"dumont, marie josee",8,1,1,1,0,7201862841,1,UCOL-0480,2022,3,0,False,False,1.0,0.0,-22.164139,25.029099
"duran puga, noe",4,2,2,1,1,24528439200,2,UCOL-0482,2022,3,0,False,False,0.5,0.0,-14.108866,2.2313786
"duran vega, luis",94,1,1,1,0,57214218989,1,UCOL-0483,2019,6,5,True,False,1.0,0.0,-0.16545317,43.836697
"duran, miguel",19,5,4,1,4,55516573100,3,UCOL-0484,2014,11,10,False,False,0.2,0.0,1.789275,-13.064709
"durazo, reginaldo",24,4,1,3,1,6603769785,1,UCOL-0485,2005,20,20,False,False,0.75,0.0,14.446327,1.135216
"elizalde contreras, jose",5,2,2,2,0,57195590136,2,UCOL-0490,2023,2,0,False,False,1.0,0.0,-38.9256,17.638996
"elizondo alvarez, martha araceli",53,3,2,1,2,57194560751,2,UCOL-0492,2017,8,5,False,False,0.3333333333333333,0.0,-2.680873,-10.309956
"elizondo mata, miguel",0,1,1,1,0,57217048348,1,UCOL-0493,2017,8,5,False,False,1.0,0.0,17.736242,40.525867
"elorriaga verplancken, fernando",61,9,5,5,4,24484537100,5,UCOL-0495,2013,12,10,True,True,0.5555555555555556,0.0,7.8821526,8.907874
"emparan legaspi, maria jose",55,8,7,5,3,55967827800,6,UCOL-0497,2013,12,10,False,True,0.625,0.0,7.792906,8.8105345
"enriquez figueroa, rene",169,5,5,2,3,54417130900,5,UCOL-0499,2011,14,10,True,False,0.4,0.0,7.991433,-5.029632
"enriquez vara, .",6,1,1,1,0,54383078900,1,UCOL-0501,2022,3,0,False,False,1.0,0.0,-21.526007,23.986774
"equihua, mario del toro",9,4,2,1,3,56532445400,4,UCOL-0502,2015,10,10,False,False,0.25,0.0,0.55167526,-11.994669
"escobar, carlos",94,13,9,5,8,57194185548,6,UCOL-0504,2014,11,10,True,True,0.38461538461538464,0.0,1.6763225,-5.304769
"esparza,",106,3,3,2,1,36573602600; 59346262000,2; 1,UCOL-0506,2016,9,5,True,False,0.6666666666666666,0.0,1.1372697,11.879433
"espinosa barrera, laura",9,3,3,3,0,57074012400,3,UCOL-0508,2022,3,0,False,False,1.0,0.0,-18.083557,31.109459
"espinosa gil, alexandra",0,1,1,1,0,59446318400,1,UCOL-0509,2025,0,0,False,False,1.0,0.0,-57.81163,30.030508
"espinosa rodriguez, cristian alberto",4,1,1,1,0,26028847700,1,UCOL-0511,2020,5,5,False,False,1.0,0.0,-8.455596,49.18843
"espinoza gutierrez, bertha",20,3,2,1,2,55989669900,2,UCOL-0514,2013,12,10,False,False,0.3333333333333333,0.0,4.0916533,-10.5381365
"espinoza mejia, karina",14,1,1,1,0,57205176212,1,UCOL-0515,2019,6,5,False,False,1.0,0.0,3.1241467,48.382946
"espinoza, baltazar",10,2,2,1,1,56712531500,2,UCOL-0516,2016,9,5,False,False,0.5,0.0,-0.8857646,2.0886407
"espinoza, jose",12,1,1,1,0,35599816000,1,UCOL-0518,2017,8,5,False,False,1.0,0.0,16.784286,40.297024
"espinoza, jose antonio vazquez",13,4,3,1,3,57194904730,3,UCOL-0519,2017,8,5,False,False,0.25,0.0,-2.85884,-11.826187
"esquivel hernandez, sofia",1,2,1,1,1,57315334200,1,UCOL-0522,2021,4,0,False,False,0.5,0.0,-12.587908,1.9835963
"esquivel, baldomero",13,2,2,2,0,6701476007,2,UCOL-0523,2019,6,5,False,False,1.0,0.0,4.459134,46.32107
"estrada gonzalez, fermin",125,6,6,4,2,36554262900,6,UCOL-0524,2010,15,15,True,True,0.6666666666666666,0.0,11.714273,5.3507295
"esturau escofet, nuria",7,1,1,1,0,57197834520,1,UCOL-0526,2019,6,5,False,False,1.0,0.0,3.107945,49.43599
"eudave patino, marielena",0,1,1,1,0,57225037008,1,UCOL-0527,2023,2,0,False,False,1.0,0.0,-36.402336,15.902128
"fan, zhiliang",11,1,1,1,0,9268428500,1,UCOL-0530,2018,7,5,False,False,1.0,0.0,12.196467,44.52777
"fernndez, francisco",63,28,14,17,11,57194710267,12,UCOL-0536,2009,16,15,True,True,0.6071428571428571,0.0,30.316626,6.09482
"figueroa chavez, daniel",48,4,4,1,3,55356917800,3,UCOL-0540,2012,13,10,False,False,0.25,0.0,5.508343,-11.870914
"figueroa hernandez, david abraham",0,1,1,1,0,59492121600,1,UCOL-0542,2024,1,0,False,False,1.0,0.0,-54.893578,25.581959
"finkl, charles",16,8,1,0,8,6701747479,1,UCOL-0545,2018,7,5,False,True,0.0,0.0,-7.021912,-28.268272
"flores alamo, marcos",23,6,3,4,2,56000774300,3,UCOL-0547,2013,12,10,False,True,0.6666666666666666,0.0,6.6214375,7.906916
"flores alvarez, .",160,15,12,12,3,36600453700,9,UCOL-0548,2011,14,10,True,True,0.8,0.0,17.065237,10.060265
"flores curiel, wendy alejandra",1,1,1,1,0,58524824300,1,UCOL-0551,2024,1,0,False,False,1.0,0.0,-52.897846,27.286919
"flores jimenez, graciela isabel",4,1,1,1,0,58628662400,1,UCOL-0552,2023,2,0,False,False,1.0,0.0,-37.288536,14.992539
"flores moreno,",52,8,8,8,0,6507942740,7,UCOL-0555,2013,12,10,False,True,1.0,0.0,16.024761,30.428228
"flores troncoso, jorge",26,7,5,1,6,53877018500,5,UCOL-0560,2015,10,10,False,True,0.14285714285714285,0.0,1.3185791,-14.305975
"fomine, serguei",5,2,2,1,1,7006835825,2,UCOL-0566,2016,9,5,False,False,0.5,0.0,-0.8501931,1.9986626
"fontaine, marcos",7,1,1,1,0,15831787200,1,UCOL-0567,2020,5,5,False,False,1.0,0.0,-7.648508,49.358414
"fradgley, nick",19,1,1,1,0,57197774463,1,UCOL-0569,2023,2,0,False,False,1.0,0.0,-38.837864,14.017406
"fragoso sanchez,",105,2,1,2,0,12761632800,1,UCOL-0570,2007,18,15,True,False,1.0,0.0,25.50085,26.890097
"frisch jordan, astrid",27,5,4,4,1,55653632800,4,UCOL-0575,2022,3,0,False,False,0.8,0.0,-6.357875,16.109928
"fritsche neto, roberto",252,12,7,7,5,25924253600,7,UCOL-0576,2018,7,5,True,True,0.5833333333333334,0.0,13.778279,11.414615
"fuentes murguia, mercedes",3,3,3,3,0,57394309200,3,UCOL-0578,2021,4,0,False,False,1.0,0.0,-15.164755,39.545193
"fuentes, edinson",6,9,7,8,1,57211962028,7,UCOL-0579,2019,6,5,False,True,0.8888888888888888,0.0,5.6876407,18.302946
"gadh, rajdeep",0,1,1,1,0,59234082200,1,UCOL-0583,2024,1,0,False,False,1.0,0.0,-55.50161,26.67839
"gadi, suresh",48,7,5,3,4,55608566000,6,UCOL-0584,2018,7,5,False,True,0.42857142857142855,0.0,-4.7553043,-1.786249
"gaitan hinojosa, .",22,4,3,2,2,57189306925,3,UCOL-0585,2016,9,5,False,False,0.5,0.0,-0.4916992,3.136652
"galvan hernandez, alan",6,3,3,2,1,57223411571,3,UCOL-0592,2021,4,0,False,False,0.6666666666666666,0.0,-6.1621146,14.865614
"galvez contreras, alma",371,14,14,9,5,36561349200,13,UCOL-0596,2012,13,10,True,True,0.6428571428571429,0.0,22.190844,8.893608
"gamboa dominguez, armando",55,5,5,3,2,7003320942,4,UCOL-0597,2014,11,10,False,False,0.6,0.0,5.4800925,8.2162
"gamino, jose antonio valcarcel",9,1,1,1,0,57218311100,1,UCOL-0598,2021,4,0,False,False,1.0,0.0,-18.372814,43.41248
"garcia belmonte, germa",73,1,1,1,0,7004016868,1,UCOL-0601,2017,8,5,True,False,1.0,0.0,13.292244,39.683643
"garcia carrillo, rosendo",12,2,2,2,0,57549935800,2,UCOL-0602,2022,3,0,False,False,1.0,0.0,-19.014332,29.811699
"garcia casillas, arturo cesar",30,11,7,8,3,57208144095,7,UCOL-0603,2019,6,5,False,True,0.7272727272727273,0.0,5.6154637,15.984464
"garcia contreras, jonathan alexis",2,1,1,1,0,57211327323,1,UCOL-0606,2019,6,5,False,False,1.0,0.0,4.1431727,49.074905
"garcia dolores, fernando",11,1,1,1,0,55331834800,1,UCOL-0608,2013,12,10,False,False,1.0,0.0,22.228914,32.524525
"garcia flores,",10,1,1,1,0,57215549223,1,UCOL-0610,2020,5,5,False,False,1.0,0.0,-7.157695,49.49291
"garcia garcia, shelem",6,1,1,1,0,57761249800,1,UCOL-0611,2022,3,0,False,False,1.0,0.0,-21.195621,24.671492
"garcia ibanez, alondra elizabeth",6,1,1,1,0,57761448000,1,UCOL-0612,2022,3,0,False,False,1.0,0.0,-21.526007,23.986774
"garcia ibanez, victoria",12,2,2,1,1,57200073016,2,UCOL-0613,2018,7,5,False,False,0.5,0.0,-5.329541,3.1886284
"garcia labastida, laura",10,2,2,1,1,56369247400,2,UCOL-0614,2016,9,5,False,False,0.5,0.0,-0.8858844,2.0884771
"garcia mendoza, ernesto",84,6,6,4,2,6602358866,5,UCOL-0618,2009,16,15,True,True,0.6666666666666666,0.0,11.776111,4.332895
"garcia nava, hector",15,2,2,2,0,56013681900,2,UCOL-0619,2021,4,0,False,False,1.0,0.0,-15.839584,41.037853
"garcia orozco, karina",22,2,2,2,0,6505875369,2,UCOL-0622,2017,8,5,False,False,1.0,0.0,15.509248,38.35068
"garcia ortega, hector",27,9,6,6,3,6507347515,5,UCOL-0623,2011,14,10,False,True,0.6666666666666666,0.0,9.893779,7.5112076
"garcia ramirez, .",0,1,1,1,0,57219591240,1,UCOL-0625,2020,5,5,False,False,1.0,0.0,-8.591811,49.907745
"garcia rodriguez,",10,2,2,1,1,57214935435,2,UCOL-0627,2020,5,5,False,False,0.5,0.0,-10.14441,2.5952067
"garcia rodriguez, daniel alejandro",41,3,2,2,1,57215839735,2,UCOL-0628,2020,5,5,False,False,0.6666666666666666,0.0,-4.0015364,14.911127
"garcia villalvazo, .",13,6,5,4,2,57406862600,6,UCOL-0634,2022,3,0,False,True,0.6666666666666666,0.0,-6.791307,13.976376
"garcia, jose manuel palma",6,3,2,1,2,57204329388,2,UCOL-0637,2018,7,5,False,False,0.3333333333333333,0.0,-3.9866817,-10.481231
"garcia, manuel villanueva",6,1,1,1,0,55350407200,1,UCOL-0639,2012,13,10,False,False,1.0,0.0,23.135603,31.407627
"garcias morales, cesar",41,3,3,1,2,36008691400,2,UCOL-0643,2011,14,10,False,False,0.3333333333333333,0.0,6.6562715,-10.766235
"gardner, keith",40,3,3,3,0,56966227100,3,UCOL-0644,2022,3,0,False,False,1.0,0.0,-18.3169,31.688837
"garrido, aleksandro palomo",1,1,1,1,0,57196007208,1,UCOL-0647,2017,8,5,False,False,1.0,0.0,17.471794,40.62113
"garrido, efrain",4,1,1,1,0,12796305200,1,UCOL-0648,2009,16,15,False,False,1.0,0.0,25.196531,28.61068
"garza guajardo, raquel",33,9,5,2,7,8948397500,5,UCOL-0649,2014,11,10,False,True,0.2222222222222222,0.0,2.5099616,-13.585872
"garzon partida, andrea",0,1,1,1,0,58879768000,1,UCOL-0652,2024,1,0,False,False,1.0,0.0,-55.50161,26.67839
"gavino ramirez, ruben",22,2,2,1,1,6701398754,2,UCOL-0654,2011,14,10,False,False,0.5,0.0,7.490757,-0.3163619
"gavino, juan",5,2,2,1,1,19336790100,2,UCOL-0656,2007,18,15,False,False,0.5,0.0,12.1143,-1.6069102
"gaxiola castro, gilberto",48,6,3,4,2,56000753800; 6701326467,2; 1,UCOL-0657,2005,20,20,False,True,0.6666666666666666,0.0,14.71555,0.8742166
"gazgalis, dimitris",5,1,1,1,0,56495608700,1,UCOL-0659,2018,7,5,False,False,1.0,0.0,12.636001,44.84786
"german acacio, juan",20,2,2,2,0,6504526291,2,UCOL-0660,2011,14,10,False,False,1.0,0.0,24.548862,30.68002
"geyer roberts, elizabeth",0,1,1,1,0,57215826950,1,UCOL-0661,2024,1,0,False,False,1.0,0.0,-56.093285,25.628107
"gildo ortiz, lorenzo",237,13,6,7,6,56242132800,7,UCOL-0662,2014,11,10,True,True,0.5384615384615384,0.0,15.387214,12.188743
"godinez dominguez, enrique",52,3,2,3,0,6603634018,2,UCOL-0664,2017,8,5,False,False,1.0,0.0,13.588965,36.829117
"goldman, dana",24,1,1,1,0,7202137891,1,UCOL-0665,2017,8,5,False,False,1.0,0.0,16.115297,39.847504
"gomez ., adolfo",22,1,1,1,0,57202467651,1,UCOL-0666,2018,7,5,False,False,1.0,0.0,11.638907,45.004368
"gomez ., gabriel",22,1,1,1,0,57202470166,1,UCOL-0667,2018,7,5,False,False,1.0,0.0,11.587536,44.741245
"gomez govea, mayra",39,11,8,7,4,54974219800,8,UCOL-0669,2016,9,5,False,True,0.6363636363636364,0.0,6.26345,12.406172
"gomez manzo, saul",325,14,8,12,2,56002695900,5,UCOL-0672,2016,9,5,True,True,0.8571428571428571,0.0,15.958837,14.435155
"gomez morales, helena",2,1,1,1,0,57199279908,1,UCOL-0673,2017,8,5,False,False,1.0,0.0,17.849724,39.850845
"gomez rosas, gilberto",14,3,3,2,1,8374222700,3,UCOL-0675,2019,6,5,False,False,0.6666666666666666,0.0,-2.6975307,14.565957
"gomez, juan reyes",17,3,3,1,2,57199066590,3,UCOL-0678,2016,9,5,False,False,0.3333333333333333,0.0,-1.5254124,-10.799846
"gonzalez ., eduardo",22,1,1,1,0,57202461022,1,UCOL-0681,2018,7,5,False,False,1.0,0.0,11.586718,44.736237
"gonzalez cabrera, jaime",14,4,3,2,2,56157020600,4,UCOL-0684,2018,7,5,False,False,0.5,0.0,-4.823371,2.1412506
"gonzalez carrillo, gabino",51,7,6,6,1,57212278292,5,UCOL-0685,2019,6,5,False,True,0.8571428571428571,0.0,5.1467233,18.34213
"gonzalez eguiarte, diego",4,2,2,1,1,24528605700,2,UCOL-0687,2022,3,0,False,False,0.5,0.0,-14.410453,2.162421
"gonzalez gonzalez, cesar",69,10,8,6,4,56275642000,8,UCOL-0688,2017,8,5,True,True,0.6,0.0,5.7053237,12.9448185
"gonzalez gonzalez, juan saulo",104,18,13,11,7,36951381300; 56013682100,1; 8,UCOL-0689,2011,14,10,True,True,0.6111111111111112,0.0,18.350092,7.6036215
"gonzalez gonzalez, rosa",18,2,2,2,0,57210157037,2,UCOL-0690,2019,6,5,False,False,1.0,0.0,4.151207,45.82226
"gonzalez granero, susana",0,1,1,1,0,23099714500,1,UCOL-0691,2023,2,0,False,False,1.0,0.0,-35.52629,15.393276
"gonzalez morales, oscar",3,1,1,1,0,58037808400,1,UCOL-0697,2023,2,0,False,False,1.0,0.0,-37.345695,15.495675
"gonzalez pedroza, maria",19,4,4,2,2,57194069628,4,UCOL-0698,2017,8,5,False,False,0.5,0.0,-3.214758,2.3629944
"gonzalez peral, ursula",2,2,2,2,0,55955795600,2,UCOL-0699,2023,2,0,False,False,1.0,0.0,-38.804432,17.66977
"gonzalez reza, ricardo",225,2,2,1,1,55786121200,2,UCOL-0703,2018,7,5,True,False,0.5,0.0,-1.66525,6.680429
"gonzalez rodriguez, eduardo",14,1,1,1,0,55546457900,1,UCOL-0704,2017,8,5,False,False,1.0,0.0,16.66124,40.12411
"gonzalez santillan, edmundo",6,2,2,2,0,16312248400,2,UCOL-0706,2019,6,5,False,False,1.0,0.0,5.2505074,46.429443
"gonzalez zamora,",7,1,1,1,0,35221375500,1,UCOL-0709,2020,5,5,False,False,1.0,0.0,-7.8194294,48.86561
"gonzalez, .",159,13,12,5,8,24366280600,10,UCOL-0711,2017,8,5,True,True,0.38461538461538464,0.0,-2.0489595,-4.515803
"gonzalez, myriam llamas",1,2,1,2,0,57206730013,1,UCOL-0721,2019,6,5,False,False,1.0,0.0,5.434126,46.712177
"grajeda rosado, ruth",4,1,1,1,0,57217167854,1,UCOL-0723,2022,3,0,False,False,1.0,0.0,-20.259571,23.353281
"guardado mendoza, rodolfo",0,1,1,1,0,56002737100,1,UCOL-0727,2023,2,0,False,False,1.0,0.0,-35.52629,15.393276
"guerrero alba, raquel",3,3,3,3,0,56013527100,3,UCOL-0729,2024,1,0,False,False,1.0,0.0,-50.350666,23.53837
"guerrero castro, julio",0,1,1,1,0,59481734800,1,UCOL-0731,2025,0,0,False,False,1.0,0.0,-57.81163,30.030508
"guerrero ibaez, antonio",10,1,1,1,0,48461388700,1,UCOL-0732,2011,14,10,False,False,1.0,0.0,24.259708,30.655588
"guijosa, alberto",175,3,1,2,1,6602519359,2,UCOL-0737,2006,19,15,True,False,0.6666666666666666,0.0,14.324073,2.3682015
"guillen bonilla, alex",182,13,7,9,4,56347596500,7,UCOL-0738,2014,11,10,True,True,0.6923076923076923,0.0,14.303266,13.074614
"guillen bonilla, hector",254,17,8,10,7,25636691700,9,UCOL-0739,2014,11,10,True,True,0.5882352941176471,0.0,15.677521,12.6041355
"guillen bonilla, jose trinidad",83,8,6,6,2,11440623500,6,UCOL-0740,2015,10,10,True,True,0.75,0.0,8.728803,13.5756645
"gutierrez fernandez,",78,3,3,1,2,55386373400,3,UCOL-0746,2012,13,10,True,False,0.3333333333333333,0.0,5.8972573,-10.772231
"gutierrez gomez,",43,2,2,2,0,57224689391,2,UCOL-0747,2021,4,0,False,False,1.0,0.0,-15.136641,42.199112
"gutierrez,",1,1,1,1,0,57208681944,1,UCOL-0749,2019,6,5,False,False,1.0,0.0,4.3407073,49.450832
"gutierrez, angel jose",4,1,1,1,0,35324298300,1,UCOL-0750,2023,2,0,False,False,1.0,0.0,-36.861065,14.134042
"gutierrez, carlos",29,5,5,4,1,36892920600,2,UCOL-0751,2018,7,5,False,False,0.8,0.0,1.7175176,15.978509
"guzman ambriz, ana",1,1,1,1,0,57349114500,1,UCOL-0752,2021,4,0,False,False,1.0,0.0,-20.11368,44.667915
"guzman bracho, carmen",11,3,2,2,1,6602995208,2,UCOL-0753,2014,11,10,False,False,0.6666666666666666,0.0,5.3413377,6.830479
"guzman reyna, ruben ricardo",6,1,1,1,0,13908072900,1,UCOL-0758,2020,5,5,False,False,1.0,0.0,-7.543537,50.07613
"guzman sandoval, veronica",14,6,6,4,2,56521626800,5,UCOL-0759,2014,11,10,False,True,0.6666666666666666,0.0,5.974302,8.617573
"guzman solorzano, hannah",19,2,2,1,1,57426419700,2,UCOL-0760,2023,2,0,False,False,0.5,0.0,-15.523964,1.7626547
"guzman solorzano, jose alejandro",20,6,5,1,5,57222311425,5,UCOL-0761,2021,4,0,False,True,0.16666666666666666,0.0,-9.410338,-8.500123
"guzman trampe, silvia",13,2,2,2,0,36456744500,2,UCOL-0763,2019,6,5,False,False,1.0,0.0,4.4588947,46.32113
"guzman, elia mercedes alonso",20,3,2,1,2,8302713600,2,UCOL-0764,2020,5,5,False,False,0.3333333333333333,0.0,-8.754256,-6.385451
"guzon zatarain, oscar",0,1,1,1,0,57479196000,1,UCOL-0770,2023,2,0,False,False,1.0,0.0,-35.543552,15.797917
"haro, barbara paola muro",23,2,2,1,1,55480257000,2,UCOL-0773,2012,13,10,False,False,0.5,0.0,6.2660046,-0.03570903
"haro, fernando rodriguez",45,2,2,2,0,57211891616,2,UCOL-0774,2019,6,5,False,False,1.0,0.0,1.0589662,44.870064
"harwood, rob",54,1,1,1,0,36657114300,1,UCOL-0775,2010,15,15,False,False,1.0,0.0,24.21603,29.017206
"herenu, silvina",11,2,2,2,0,6508164243,2,UCOL-0779,2019,6,5,False,False,1.0,0.0,5.0031652,45.9852
"hernandez cruz, arturo",141,3,3,3,0,57197017996,3,UCOL-0780,2019,6,5,True,False,1.0,0.0,-0.3528477,42.660336
"hernandez fuentes, gustavo alejandro",52,20,14,14,6,57191443634,8,UCOL-0783,2016,9,5,False,True,0.7,0.0,13.125603,15.686275
"hernandez leal,",1,1,1,1,0,57202943625,1,UCOL-0787,2018,7,5,False,False,1.0,0.0,12.877455,44.484936
"hernandez lopez, julieta",13,2,2,2,0,56707113100,2,UCOL-0789,2018,7,5,False,False,1.0,0.0,11.078862,43.210533
"hernandez madrigal, julia",26,4,4,1,3,36720797200,4,UCOL-0790,2011,14,10,False,False,0.25,0.0,6.1302705,-11.609805
"hernandez nunez, emanuel",1,2,2,2,0,16642429600,2,UCOL-0792,2022,3,0,False,False,1.0,0.0,-18.15874,29.061739
"hernandez ochoa, beatriz",325,14,8,12,2,57190667514,5,UCOL-0793,2016,9,5,True,True,0.8571428571428571,0.0,15.958933,14.435154
"hernandez ortega, herminia alejandra",50,4,4,1,3,57210964963,4,UCOL-0794,2019,6,5,False,False,0.25,0.0,-7.639216,-8.134319
"hernandez ortiz, saul",15,3,3,2,1,54684017600,3,UCOL-0796,2016,9,5,False,False,0.6666666666666666,0.0,0.8481005,13.268682
"hernandez rangel, alejandra",9,6,5,3,3,57394408000,4,UCOL-0797,2021,4,0,False,True,0.5,0.0,-10.408844,-1.2577797
"hernandez velasco, miguel angel",9,2,2,1,1,55627934800,2,UCOL-0801,2012,13,10,False,False,0.5,0.0,6.2524834,-0.038668055
"hernandez, adriana",4,1,1,1,0,57199074740,1,UCOL-0804,2010,15,15,False,False,1.0,0.0,24.964378,29.638979
"hernandez, alvaro",15,2,2,1,1,26643256100,2,UCOL-0805,2009,16,15,False,False,0.5,0.0,9.988964,-1.0773538
"hernandez, carlos eduardo macias",11,3,2,3,0,57720143700,2,UCOL-0806,2021,4,0,False,False,1.0,0.0,-15.1112,39.607807
"hernandez, juan augusto",34,11,8,6,5,46661238100,10,UCOL-0808,2017,8,5,False,True,0.5454545454545454,0.0,5.633521,12.799193
"hernandez, valeria",1,1,1,1,0,58621449400,1,UCOL-0809,2023,2,0,False,False,1.0,0.0,-36.21524,14.732831
"herranz perez, vicente",0,1,1,1,0,12781120900,1,UCOL-0810,2023,2,0,False,False,1.0,0.0,-36.402336,15.902128
"higareda almaraz, enrique",38,6,4,0,6,37088600400,4,UCOL-0817,2017,8,5,False,True,0.0,0.0,-6.3633084,-28.969772
"hilerio lopez, .",18,1,1,1,0,57211396816,1,UCOL-0818,2019,6,5,False,False,1.0,0.0,2.4793193,48.151436
"hong, angelina",0,1,1,1,0,59234082300,1,UCOL-0821,2024,1,0,False,False,1.0,0.0,-55.50161,26.67839
"huerta trujillo, miguel",40,2,2,2,0,57203408457,2,UCOL-0823,2018,7,5,False,False,1.0,0.0,9.977524,43.574577
"huertas, edmundo",6,3,3,3,0,36680110800,2,UCOL-0825,2019,6,5,False,False,1.0,0.0,5.1924253,44.43294
"ian, pattison",58,4,4,4,0,54912612100,4,UCOL-0830,2019,6,5,True,False,1.0,0.0,1.4572523,42.387657
"ibarra castaneda, nereida",20,4,3,2,2,57202646223,2,UCOL-0831,2018,7,5,False,False,0.5,0.0,-4.7833915,2.1243029
"ibarra vega, rodrigo",6,3,3,2,1,58118849500,3,UCOL-0835,2023,2,0,False,False,0.6666666666666666,0.0,-7.415876,14.828902
"ibarra, erica ruiz",18,2,2,1,1,57027106400,2,UCOL-0836,2017,8,5,False,False,0.5,0.0,-2.569338,2.905768
"ibarreche, jose",98,3,2,3,0,57205316141,2,UCOL-0838,2019,6,5,True,False,1.0,0.0,0.30708623,42.927513
"iftikhar,",25,6,5,0,6,22233981000,5,UCOL-0840,2016,9,5,False,True,0.0,0.0,-5.7937503,-29.349264
"iglesias santos, juan",1,1,1,1,0,57349534600,1,UCOL-0841,2021,4,0,False,False,1.0,0.0,-20.403345,44.266586
"iniestra gonzalez, . jesus",7,1,1,1,0,9038801300,1,UCOL-0846,2013,12,10,False,False,1.0,0.0,21.933874,32.14988
"iniguez carrillo, adriana",19,4,3,2,2,57201301435,3,UCOL-0847,2021,4,0,False,False,0.5,0.0,-11.382391,0.27265766
"iniguez palomares,",20,2,2,1,1,35326838900,2,UCOL-0848,2015,10,10,False,False,0.5,0.0,0.50920653,1.7474775
"iniguez rueda, lupicinio",44,3,3,1,2,24168720200,3,UCOL-0849,2015,10,10,False,False,0.3333333333333333,0.0,-0.11015562,-11.076443
"islas flores, ignacio",22,3,3,2,1,7801459593,3,UCOL-0853,2014,11,10,False,False,0.6666666666666666,0.0,5.3717146,6.8799047
"islas osuna, maria",26,3,3,3,0,6508250549,3,UCOL-0854,2017,8,5,False,False,1.0,0.0,14.366817,37.205364
"islas piza, liliana",6,1,1,1,0,57761298000,1,UCOL-0855,2022,3,0,False,False,1.0,0.0,-21.526007,23.986774
"ivan, ramirez lomeli cesar",16,1,1,1,0,57209657635,1,UCOL-0856,2019,6,5,False,False,1.0,0.0,2.449202,48.79312
"jacinto cortes, ivan",12,2,2,1,1,42261763000,2,UCOL-0857,2021,4,0,False,False,0.5,0.0,-12.265037,2.5244768
"jacobi aguilar, cynthia",4,1,1,1,0,58628866700,1,UCOL-0858,2023,2,0,False,False,1.0,0.0,-37.0962,14.4352455
"jaime escalante, betzabeth",4,2,2,2,0,57702957200,2,UCOL-0860,2021,4,0,False,False,1.0,0.0,-16.604233,40.6151
"javier ocampo torres, francisco",6,1,1,1,0,57195972788,1,UCOL-0863,2017,8,5,False,False,1.0,0.0,17.162058,40.440353
