Normalized_Author_Name,Cited_by,Publications,Journals,Funded_publications,Not_funded_publications,Publisher_Count,Folio,First_Year,Seniority,Seniority_Group,Cited_Above_Q3,Publications_Above_Q3,Funding_Ratio,Cluster,TSNE1,TSNE2
"aboukhalil, mary",37,1,1,0,1,1,UCOL-0002,2009,16,15,False,False,0.0,2.0,33.97493,-33.2786
"acoltzin, cuauhtemoc",21,4,4,0,4,4,UCOL-0004,2000,25,25,False,False,0.0,2.0,32.702827,-12.572524
"acosta,",28,17,13,0,17,7,UCOL-0006,2006,19,15,False,True,0.0,2.0,28.028654,-1.2859468
"aganza torres,",25,5,5,0,5,4,UCOL-0010,2014,11,10,False,False,0.0,2.0,3.206802,-32.062378
"aguilar velasco, jose",60,1,1,0,1,1,UCOL-0016,2014,11,10,True,False,0.0,2.0,4.127634,-34.910557
"aguilar, .",2,1,1,0,1,1,UCOL-0017,2005,20,20,False,False,0.0,2.0,36.63038,-15.8460455
"aguilar, miguel",8,1,1,0,1,1,UCOL-0023,2012,13,10,False,False,0.0,2.0,12.999979,-40.683113
"al amri, abdullah",16,1,1,0,1,1,UCOL-0028,2013,12,10,False,False,0.0,2.0,5.602867,-39.132393
"alatorre,",95,3,3,1,2,3,UCOL-0033,2002,23,20,True,False,0.3333333333333333,2.0,24.268774,-7.597508
"alcala,",96,21,20,3,18,8,UCOL-0037,2011,14,10,True,True,0.14285714285714285,2.0,25.884275,0.4304156
"alcaraz moreno, noemi",109,3,3,0,3,3,UCOL-0039,2012,13,10,True,False,0.0,2.0,9.088036,-33.474422
"alcaraz, pablo",13,7,7,0,7,6,UCOL-0042,2009,16,15,False,True,0.0,2.0,20.88616,-32.40665
"alicia, olmedo buen rostro bertha",0,1,1,0,1,1,UCOL-0046,2008,17,15,False,False,0.0,2.0,41.685257,-27.501554
"almanza ramirez, juan",21,1,1,0,1,1,UCOL-0047,2013,12,10,False,False,0.0,2.0,5.624067,-38.600048
"alonso rivera,",8,1,1,0,1,1,UCOL-0049,2013,12,10,False,False,0.0,2.0,6.662131,-39.153027
"alvarado, .",13,2,2,0,2,2,UCOL-0051,2010,15,15,False,False,0.0,2.0,25.941936,-39.103916
"alvarado, isaac uribe",7,4,4,0,4,4,UCOL-0053,2011,14,10,False,False,0.0,2.0,19.687164,-35.502045
"alvarez buylla, ramon",188,14,8,5,9,6,UCOL-0055,1991,34,30,True,True,0.35714285714285715,2.0,30.449753,-5.7225413
"alvarez flores, jose",27,16,11,3,13,9,UCOL-0056,2006,19,15,False,True,0.1875,2.0,27.103777,-1.2414122
"alvarez,",29,4,4,0,4,2,UCOL-0059,2005,20,20,False,False,0.0,2.0,33.458176,-16.398514
"alvarez, alberto martin",13,2,2,0,2,1,UCOL-0061,2011,14,10,False,False,0.0,2.0,20.137661,-38.060417
"alvarez, omar",29,6,6,2,4,4,UCOL-0064,2010,15,15,False,True,0.3333333333333333,2.0,9.756474,-9.905878
"anaya ventura, aristoteles",49,1,1,0,1,1,UCOL-0069,2008,17,15,False,False,0.0,2.0,36.859562,-28.750408
"andrade soto, maricela",49,1,1,0,1,1,UCOL-0072,2008,17,15,False,False,0.0,2.0,37.0565,-28.914312
"andrade, felipa",163,15,14,10,5,10,UCOL-0073,2001,24,20,True,True,0.6666666666666666,2.0,20.482239,1.0232012
"angel sahagun, cesar andres",309,11,9,4,7,7,UCOL-0075,2004,21,20,True,True,0.36363636363636365,2.0,23.117378,0.7422271
"anguiano cuevas, . refugio",11,1,1,0,1,1,UCOL-0076,2015,10,10,False,False,0.0,2.0,-1.2573456,-35.700317
"anido, luis",203,9,6,1,8,6,UCOL-0081,2010,15,15,True,True,0.1111111111111111,2.0,15.318885,-12.938787
"arce, .",1,1,1,0,1,1,UCOL-0093,2009,16,15,False,False,0.0,2.0,33.15026,-36.180805
"arceo, santiago",58,3,2,1,2,2,UCOL-0095,2006,19,15,True,False,0.3333333333333333,2.0,17.13479,-6.5116444
"arechiga,",63,11,8,2,9,7,UCOL-0097,2006,19,15,True,True,0.18181818181818182,2.0,20.767199,-11.358267
"arocena, francisco augusto laca",0,1,1,0,1,1,UCOL-0101,2012,13,10,False,False,0.0,2.0,13.23863,-41.773838
"arredondo jimenez, juan ignacio",15,1,1,0,1,1,UCOL-0102,2013,12,10,False,False,0.0,2.0,6.1265697,-38.778072
"arredondo,",83,17,9,1,16,10,UCOL-0103,2007,18,15,True,True,0.058823529411764705,2.0,27.621973,-0.951743
"arreola cruz, alejandro",34,2,2,0,2,1,UCOL-0105,2015,10,10,False,False,0.0,2.0,-0.11581269,-33.98028
"arroyo salazar, silvia",7,1,1,0,1,1,UCOL-0106,2014,11,10,False,False,0.0,2.0,2.2651103,-36.601265
"arroyo,",18,4,4,0,4,2,UCOL-0107,2005,20,20,False,False,0.0,2.0,33.504288,-16.263927
"arroyo, . jaime",9,1,1,0,1,1,UCOL-0108,2010,15,15,False,False,0.0,2.0,26.768871,-39.508965
"avalos, reyes",9,1,1,0,1,1,UCOL-0117,2012,13,10,False,False,0.0,2.0,12.636141,-41.229584
"ayala, alejandro",157,17,14,14,3,7; 4,UCOL-0126,2002,23,20,True,True,0.8235294117647058,2.0,20.409224,1.2709534
"baltazar rodriguez, luz",114,7,6,2,5,3,UCOL-0135,2008,17,15,True,True,0.2857142857142857,2.0,16.244644,-9.469516
"baltazar, .",221,22,20,9,13,15,UCOL-0136,2004,21,20,True,True,0.4090909090909091,2.0,29.142982,3.2115295
"barboza quintana, oralia",57,10,6,2,8,6,UCOL-0149,2006,19,15,True,True,0.2,2.0,20.615929,-11.261854
"barocio,",92,22,16,3,19,10,UCOL-0151,2005,20,20,True,True,0.13636363636363635,2.0,28.896803,0.41461194
"barragan birrueta, elena",0,1,1,0,1,1,UCOL-0152,2011,14,10,False,False,0.0,2.0,20.476185,-40.88712
"barragan, manuel patino",6,2,2,0,2,2,UCOL-0158,2013,12,10,False,False,0.0,2.0,7.328838,-38.03504
"barrera, eduardo morales",76,5,4,0,5,4,UCOL-0159,2008,17,15,True,False,0.0,2.0,33.821415,-22.526024
"barrio echavarria, gabriel",17,1,1,0,1,1,UCOL-0162,2010,15,15,False,False,0.0,2.0,26.80242,-39.068478
"basurto, lourdes feri",3,2,2,0,2,1,UCOL-0166,2004,21,20,False,False,0.0,2.0,34.99852,-14.695032
"bautista hernandez, victor manuel",39,4,4,0,4,4,UCOL-0169,2005,20,20,False,False,0.0,2.0,33.39967,-16.520493
"bautista lam, jose",49,1,1,0,1,1,UCOL-0170,2008,17,15,False,False,0.0,2.0,36.860394,-28.752813
"bazan arellano, .",2,1,1,0,1,1,UCOL-0174,2012,13,10,False,False,0.0,2.0,13.23561,-41.258636
"benavides haro, .",184,5,4,4,1,1,UCOL-0181,2000,25,25,True,False,0.8,2.0,17.432,1.1570255
"bertha, mora brambila ana",0,1,1,0,1,1,UCOL-0188,2008,17,15,False,False,0.0,2.0,41.45259,-26.927013
"best aguilera, carlos",14,1,1,0,1,1,UCOL-0190,2015,10,10,False,False,0.0,2.0,-0.9493168,-35.46031
"betancourt, .",171,31,25,4,27,17,UCOL-0191,2005,20,20,True,True,0.12903225806451613,2.0,32.06457,3.0856133
"birse, .",2,1,1,0,1,1,UCOL-0194,2002,23,20,False,False,0.0,2.0,33.688034,-13.16058
"blanes, francisco",14,1,1,0,1,1,UCOL-0196,2011,14,10,False,False,0.0,2.0,21.006136,-39.582855
"block,",30,8,6,0,8,4,UCOL-0198,2006,19,15,False,True,0.0,2.0,30.665945,-18.490412
"bonales alatorre, edgar",471,15,11,9,6,9,UCOL-0201,2007,18,15,True,True,0.6,2.0,24.120508,7.1083717
"bonilla petriciolet, adrian",460,14,11,6,8,7,UCOL-0203,2011,14,10,True,True,0.42857142857142855,2.0,23.937263,8.35067
"bonilla, cesar",144,7,3,5,2,3,UCOL-0204,2002,23,20,True,True,0.7142857142857143,2.0,17.2643,0.5494355
"borjas, monica liliana garcia",2,1,1,0,1,1,UCOL-0206,2011,14,10,False,False,0.0,2.0,20.830465,-40.473907
"botero, camilo",317,13,4,1,12,4,UCOL-0208,2013,12,10,True,True,0.07692307692307693,2.0,14.240481,-13.952899
"breton gonzalez,",42,3,2,1,2,2,UCOL-0211,2002,23,20,False,False,0.3333333333333333,2.0,24.407072,-7.7676606
"breton,",402,21,9,8,13,8,UCOL-0212,2002,23,20,True,True,0.38095238095238093,2.0,28.208673,4.1559434
"briseno gomez, xochitl",31,3,3,0,3,3,UCOL-0214,2015,10,10,False,False,0.0,2.0,0.33218044,-33.45679
"buenrostro mariscal, raymundo",224,17,14,9,8,13,UCOL-0216,2010,15,15,True,True,0.5294117647058824,2.0,19.578047,6.971036
"buenrostro segura, cesar",60,1,1,0,1,1,UCOL-0218,2014,11,10,True,False,0.0,2.0,4.127634,-34.910557
"caballero hoyos, ramiro",63,6,6,0,6,5,UCOL-0220,2011,14,10,True,True,0.0,2.0,19.14109,-33.528687
"caballero ortega,",62,3,3,1,2,3,UCOL-0221,2008,17,15,True,False,0.3333333333333333,2.0,15.7873955,-7.45461
"cabello,",67,5,5,2,3,5,UCOL-0222,2006,19,15,True,False,0.4,2.0,18.085213,-5.9288125
"cabello, enrique",5,3,3,0,3,3,UCOL-0223,2012,13,10,False,False,0.0,2.0,14.442678,-38.26979
"cabello, marco . linans",0,4,1,0,4,1,UCOL-0224,2014,11,10,False,False,0.0,2.0,2.9431047,-32.690285
"cadenas freixas, jose luis",2,2,1,0,2,1,UCOL-0231,2009,16,15,False,False,0.0,2.0,31.36048,-34.778954
"cadenas, .",34,3,3,1,2,2,UCOL-0232,2006,19,15,False,False,0.3333333333333333,2.0,16.827553,-6.4346585
"calvo soto, patricia",18,2,2,0,2,2,UCOL-0236,2009,16,15,False,False,0.0,2.0,31.729176,-33.951702
"campos gonzalez, enrique",24,1,1,0,1,1,UCOL-0238,2014,11,10,False,False,0.0,2.0,2.739852,-36.205437
"campos, arnoldo",36,3,3,0,3,3,UCOL-0240,2013,12,10,False,False,0.0,2.0,6.7433724,-36.047813
"canseco avila, luis",28,5,5,1,4,4,UCOL-0242,2006,19,15,False,False,0.2,2.0,19.161457,-9.787346
"capel,",4,1,1,0,1,1,UCOL-0244,2007,18,15,False,False,0.0,2.0,38.694435,-21.203152
"carbajal,",12,4,4,1,3,4,UCOL-0246,2002,23,20,False,False,0.25,2.0,24.509218,-8.122035
"cardenas benitez, nestor",131,2,1,0,2,1,UCOL-0247,2014,11,10,True,False,0.0,2.0,6.1234517,-33.3039
"cardenas rojas, martha",27,9,7,3,6,7,UCOL-0251,2011,14,10,False,True,0.3333333333333333,2.0,9.494146,-8.803329
"cardenas,",89,15,15,2,13,6,UCOL-0252,2011,14,10,True,True,0.13333333333333333,2.0,14.229099,-15.331558
"cardenas, omar alvarez",5,3,3,0,3,3,UCOL-0253,2010,15,15,False,False,0.0,2.0,21.576017,-34.720524
"carina, cobian castellanos ada",0,1,1,0,1,1,UCOL-0257,2008,17,15,False,False,0.0,2.0,41.685257,-27.501554
"carpenter, james",249,3,2,0,3,2,UCOL-0260,2003,22,20,True,False,0.0,2.0,30.213507,-13.886811
"carrillo munguia, norma",35,3,3,1,2,2,UCOL-0264,2008,17,15,False,False,0.3333333333333333,2.0,15.564633,-7.342323
"casarez,",1,1,1,0,1,1,UCOL-0269,2007,18,15,False,False,0.0,2.0,38.839844,-21.191673
"castillo soriano, .",28,2,2,0,2,2,UCOL-0278,2011,14,10,False,False,0.0,2.0,20.846231,-37.675922
"castro ochoa, fatima",35,2,2,0,2,2,UCOL-0286,2011,14,10,False,False,0.0,2.0,21.106728,-37.592884
"castro, juan alberto osuna",5,2,2,0,2,2,UCOL-0289,2008,17,15,False,False,0.0,2.0,39.19154,-26.563402
"ceja espiritu, gabriel",120,22,21,9,13,16,UCOL-0296,2004,21,20,True,True,0.4090909090909091,2.0,29.16154,2.7481637
"ceja, orvil",1,1,1,0,1,1,UCOL-0297,2006,19,15,False,False,0.0,2.0,37.197285,-17.42936
"celis, patricia edwigis valladares",1,1,1,0,1,1,UCOL-0299,2011,14,10,False,False,0.0,2.0,19.848103,-40.023674
"cepeda lopez, friedman",49,1,1,0,1,1,UCOL-0303,2008,17,15,False,False,0.0,2.0,36.86132,-28.748749
"cerecedo, doris",0,1,1,0,1,1,UCOL-0305,2010,15,15,False,False,0.0,2.0,27.52175,-39.94423
"cervantes kardasch, victor hugo",20,9,7,2,7,7,UCOL-0307,2004,21,20,False,True,0.2222222222222222,2.0,21.49394,-10.269024
"cervantes valdovinos,",22,1,1,0,1,1,UCOL-0308,2007,18,15,False,False,0.0,2.0,38.217407,-21.844631
"cervantes, . lezama",1,2,2,0,2,2,UCOL-0309,2009,16,15,False,False,0.0,2.0,31.573742,-35.089336
"cervantes, mayra",38,3,2,0,3,2,UCOL-0312,2007,18,15,False,False,0.0,2.0,35.342045,-21.843466
"cervantes, omar",377,23,11,7,16,9,UCOL-0313,2013,12,10,True,True,0.30434782608695654,2.0,27.067232,6.5784597
"charre,",22,4,3,0,4,3,UCOL-0317,2013,12,10,False,False,0.0,2.0,6.728394,-35.56061
"chavez comparan, juan",59,6,6,1,5,6,UCOL-0320,2006,19,15,True,True,0.16666666666666666,2.0,19.75962,-9.824415
"chernicoff, mariano",52,1,1,0,1,1,UCOL-0333,2010,15,15,False,False,0.0,2.0,25.583223,-36.73709
"cisneros vega, bulmaro",3,2,2,0,2,2,UCOL-0341,2009,16,15,False,False,0.0,2.0,31.831999,-34.69072
"claudio, abraham",0,1,1,0,1,1,UCOL-0344,2014,11,10,False,False,0.0,2.0,2.1208823,-36.838367
"clsneros, .. garibay",0,1,1,0,1,1,UCOL-0346,2005,20,20,False,False,0.0,2.0,36.54872,-15.49223
"cobo diaz, jose francisco",21,1,1,0,1,1,UCOL-0348,2010,15,15,False,False,0.0,2.0,26.73269,-38.88343
"contreras, rosalinda",94,6,6,1,5,2; 4,UCOL-0360,2006,19,15,True,True,0.16666666666666666,2.0,19.958939,-9.40963
"cordero, rogelio limon",0,1,1,0,1,1,UCOL-0361,2012,13,10,False,False,0.0,2.0,13.780849,-41.529552
"coriano, claudio",9,1,1,0,1,1,UCOL-0362,2005,20,20,False,False,0.0,2.0,36.357533,-16.012484
"corona bustamante, alicia",60,1,1,0,1,1,UCOL-0363,2010,15,15,True,False,0.0,2.0,25.537132,-36.646965
"correa, dolores",73,4,4,1,3,3,UCOL-0368,2007,18,15,True,False,0.25,2.0,17.695831,-8.480333
"cortes cortes, abel",218,5,2,1,4,4,UCOL-0372,1998,27,25,True,False,0.2,2.0,27.096096,-8.26401
"cortes,",481,7,2,4,3,2,UCOL-0375,2001,24,20,True,True,0.5714285714285714,2.0,22.749855,3.0066762
"cortes, joel cerna",33,7,6,2,5,6,UCOL-0377,2010,15,15,False,True,0.2857142857142857,2.0,10.011074,-9.819938
"covarrubias, andres gerardo fuentes",5,4,4,0,4,4,UCOL-0383,2012,13,10,False,False,0.0,2.0,14.685582,-37.802673
"covarrubias, ricardo fuentes",19,7,6,1,6,5,UCOL-0384,2005,20,20,False,True,0.14285714285714285,2.0,20.730597,-10.104716
"crespo,",42,9,9,2,7,6,UCOL-0386,2007,18,15,False,True,0.2222222222222222,2.0,19.958296,-11.476665
"cruz bravo, .",2,1,1,0,1,1,UCOL-0388,2010,15,15,False,False,0.0,2.0,26.668707,-40.069767
"cruz manjarrez, adriana",41,5,5,1,4,5,UCOL-0390,2008,17,15,False,False,0.2,2.0,18.012957,-10.338766
"cruz vazquez,",173,14,12,3,11,9,UCOL-0394,2005,20,20,True,True,0.21428571428571427,2.0,26.621538,-2.2088308
"cruz,",77,9,6,5,4,5,UCOL-0395,2007,18,15,True,True,0.5555555555555556,2.0,18.97688,-2.4744287
"cruz, gabriel",1,1,1,0,1,1,UCOL-0396,2006,19,15,False,False,0.0,2.0,37.197334,-17.429466
"cuauhtemoc acoltzin vidal, .",1,5,1,0,5,2,UCOL-0400,2008,17,15,False,False,0.0,2.0,33.76734,-23.92033
"cuevas muniz, alicia",53,7,6,1,6,6,UCOL-0402,2009,16,15,False,True,0.14285714285714285,2.0,17.811932,-11.743951
"de alvarez buylla, elena roces",280,27,14,13,14,12,UCOL-0415,1991,34,30,True,True,0.48148148148148145,2.0,31.874866,-2.479073
"de diego, isaac martin",5,3,3,0,3,3,UCOL-0419,2012,13,10,False,False,0.0,2.0,14.442678,-38.26979
"de la cruz matilde, delgado",0,1,1,0,1,1,UCOL-0423,2008,17,15,False,False,0.0,2.0,41.5264,-27.754736
"de pace, arturo",44,4,4,2,2,2,UCOL-0432,2004,21,20,False,False,0.5,2.0,15.629945,-1.7476419
"decher, niels",60,2,2,0,2,1,UCOL-0435,2010,15,15,True,False,0.0,2.0,25.285788,-36.374588
"del toro equihua,",94,15,13,4,11,13,UCOL-0440,2008,17,15,True,True,0.26666666666666666,2.0,25.339766,-1.3692812
"diaz cruz, .",222,20,8,8,12,2,UCOL-0457,2003,22,20,True,True,0.4,2.0,28.900082,3.1312375
"diaz giner, vicente",8,4,2,0,4,1,UCOL-0458,2006,19,15,False,False,0.0,2.0,34.41992,-18.650002
"diaz reval, ma. irene",474,23,15,7,16,12,UCOL-0463,2004,21,20,True,True,0.30434782608695654,2.0,28.142416,4.65043
"diaz, miguel",1,2,2,0,2,2,UCOL-0465,2006,19,15,False,False,0.0,2.0,36.465206,-17.945118
"diaz, ricardo acosta",6,3,3,0,3,2,UCOL-0466,2006,19,15,False,False,0.0,2.0,35.315525,-18.41487
"dibildox alvarado, elena",24,2,2,0,2,2,UCOL-0468,2013,12,10,False,False,0.0,2.0,6.6726427,-37.30877
"dominguez,",338,8,5,4,4,3,UCOL-0474,2001,24,20,True,True,0.5,2.0,22.369728,1.9145272
"echeverria, martha alicia magana",1,1,1,0,1,1,UCOL-0486,2011,14,10,False,False,0.0,2.0,19.848103,-40.023674
"edwards, .",192,12,11,7,5,6,UCOL-0488,2004,21,20,True,True,0.5833333333333334,2.0,20.90764,-0.033857446
"el seoud, .",15,3,3,0,3,3,UCOL-0489,2008,17,15,False,False,0.0,2.0,37.931957,-26.098104
"elizalde,",252,14,12,4,10,8,UCOL-0491,1986,39,35,True,True,0.2857142857142857,2.0,30.655382,-6.147081
"elliman,",65,1,1,0,1,1,UCOL-0494,2006,19,15,True,False,0.0,2.0,38.570972,-18.314764
"enrique tene perez, carlos",161,5,5,2,3,2,UCOL-0498,2006,19,15,True,False,0.4,2.0,19.742247,-5.853418
"enriquez maldonado, irma",10,3,3,1,2,3,UCOL-0500,2008,17,15,False,False,0.3333333333333333,2.0,15.366353,-7.28976
"eskridge, kent",98,9,5,0,9,5,UCOL-0505,2010,15,15,True,True,0.0,2.0,19.018536,-32.307774
