Normalized_Author_Name,Cited_by,Publications,Journals,Funded_publications,Not_funded_publications,Publisher_Count,Folio,First_Year,Seniority,Seniority_Group,Cited_Above_Q3,Publications_Above_Q3,Funding_Ratio,Cluster,TSNE1,TSNE2
"ochoa, alberto",303,26,24,8,18,14,UCOL-1241,2009,16,15,True,True,0.3076923076923077,2.0,31.278889,4.1391687
"okamura, takashi",63,3,2,1,2,2,UCOL-1244,2006,19,15,True,False,0.3333333333333333,2.0,17.20835,-6.524413
"olguin monroy, norma",58,2,2,0,2,1,UCOL-1246,2010,15,15,True,False,0.0,2.0,25.282515,-36.38161
"olivares,",139,7,6,2,5,1,UCOL-1247,2004,21,20,True,True,0.2857142857142857,2.0,21.564152,-7.0545964
"olmedo buenrostro, bertha alicia",119,14,13,2,12,9,UCOL-1250,2006,19,15,True,True,0.14285714285714285,2.0,26.95149,-1.8952725
"olmedo buenrrostro, bertha alicia",0,1,1,0,1,1,UCOL-1251,2012,13,10,False,False,0.0,2.0,13.780849,-41.529552
"onetti, .",176,4,3,1,3,2,UCOL-1255,1991,34,30,True,False,0.25,2.0,29.478575,-7.3519635
"orduna, agustin",493,11,9,6,5,5,UCOL-1257,2005,20,20,True,True,0.5454545454545454,2.0,23.834936,6.2951403
"ornelas,",22,1,1,0,1,1,UCOL-1261,2007,18,15,False,False,0.0,2.0,38.217407,-21.844631
"orozco romero, jose",19,2,2,0,2,1,UCOL-1264,2008,17,15,False,False,0.0,2.0,38.391777,-26.885988
"orozco ruiz, martha",49,1,1,0,1,1,UCOL-1265,2008,17,15,False,False,0.0,2.0,36.860394,-28.752813
"orozco santos,",119,13,10,4,9,6,UCOL-1266,1997,28,25,True,True,0.3076923076923077,2.0,29.546455,-5.1730027
"orozco, justo",80,2,2,1,1,1,UCOL-1268,2006,19,15,True,False,0.5,2.0,13.493781,-1.7889162
"ortega garcia, sofia",60,4,4,1,3,2,UCOL-1270,1999,26,25,True,False,0.25,2.0,26.07206,-8.1508465
"ortega gomez, rodolfo",6,1,1,0,1,1,UCOL-1271,2009,16,15,False,False,0.0,2.0,33.413063,-35.096806
"ortega, lydia guadalupe ramirez",2,1,1,0,1,1,UCOL-1276,2011,14,10,False,False,0.0,2.0,20.83046,-40.473904
"ortegon reyna, david",33,6,5,1,5,4,UCOL-1277,2008,17,15,False,True,0.16666666666666666,2.0,18.206215,-10.93859
"ortiz lopez, rocio",119,6,6,2,4,2,UCOL-1279,2006,19,15,True,True,0.3333333333333333,2.0,19.45804,-6.202432
"ortiz mesina, monica",80,9,8,4,5,8,UCOL-1280,2009,16,15,True,True,0.4444444444444444,2.0,12.623867,-8.279293
"ortiz, adolfo virgen",226,27,23,13,14,16,UCOL-1283,2007,18,15,True,True,0.48148148148148145,2.0,30.520235,4.7008204
"ortiz, christian . ortega",0,1,1,0,1,1,UCOL-1284,2013,12,10,False,False,0.0,2.0,6.51657,-40.24679
"osuna castro, juan alberto",325,30,25,18,12,17,UCOL-1288,2005,20,20,True,True,0.6,2.0,30.66167,5.177651
"oviedo rodriguez, isis jael",6,1,1,0,1,1,UCOL-1290,2009,16,15,False,False,0.0,2.0,33.413063,-35.096806
"palma, .",198,24,11,4,20,8,UCOL-1294,1995,30,30,True,True,0.16666666666666666,2.0,31.109327,-2.9958029
"palomo molina, juliana",4,1,1,0,1,1,UCOL-1296,2015,10,10,False,False,0.0,2.0,-1.864006,-35.10585
"patino barragan,",86,7,6,1,6,4,UCOL-1306,2009,16,15,True,True,0.14285714285714285,2.0,17.603367,-11.82772
"pedroza, andres",21,12,12,6,6,9,UCOL-1316,2007,18,15,False,True,0.5,2.0,19.54877,-2.2116187
"pena hueso, adrian",41,3,3,0,3,3,UCOL-1318,2007,18,15,False,False,0.0,2.0,35.31813,-21.903757
"peralta castro, fernando",0,2,2,0,2,2,UCOL-1321,2011,14,10,False,False,0.0,2.0,19.63617,-38.504444
"peraza campos, ana",179,13,10,7,6,8,UCOL-1322,2008,17,15,True,True,0.5384615384615384,2.0,19.050806,5.3593016
"peraza garay, .",14,1,1,0,1,1,UCOL-1323,2012,13,10,False,False,0.0,2.0,12.5051775,-40.716026
"perez fragoso, carmen",102,2,2,1,1,1,UCOL-1330,2004,21,20,True,False,0.5,2.0,15.804001,-1.5563196
"perez parra, sandra",5,1,1,0,1,1,UCOL-1338,2011,14,10,False,False,0.0,2.0,20.393446,-39.85972
"perez perez, anaid",37,1,1,0,1,1,UCOL-1339,2009,16,15,False,False,0.0,2.0,33.974804,-33.2786
"perez ramirez,",25,5,5,0,5,2,UCOL-1340,2011,14,10,False,False,0.0,2.0,19.648458,-34.408543
"perez renteria, crescencio",15,1,1,0,1,1,UCOL-1341,2013,12,10,False,False,0.0,2.0,6.1265697,-38.778072
"perez vargas, francisco daniel",2,1,1,0,1,1,UCOL-1344,2010,15,15,False,False,0.0,2.0,26.668707,-40.069767
"pescador, alfonso",387,18,10,6,12,6,UCOL-1350,1998,27,25,True,True,0.3333333333333333,2.0,31.072504,-3.9075396
"pineda lucatero, alicia",50,3,3,0,3,1,UCOL-1354,2003,22,20,False,False,0.0,2.0,32.97027,-14.004669
"pita gonzalez, alexandra",7,8,7,0,8,7,UCOL-1362,2009,16,15,False,True,0.0,2.0,20.878954,-32.296356
"plascencia, imelda",83,5,4,2,3,5,UCOL-1363,2009,16,15,True,False,0.4,2.0,11.73112,-8.945824
"polanco gaytan, mayren",77,6,5,0,6,4,UCOL-1365,2014,11,10,True,True,0.0,2.0,3.6343908,-31.363626
"ponce balbuena, daniela",409,11,10,8,3,4,UCOL-1366,2009,16,15,True,True,0.7272727272727273,2.0,23.182676,7.5523252
"portilla, eliseo",50,10,8,5,5,4,UCOL-1367,2001,24,20,False,True,0.5,2.0,19.57242,-0.38738453
"prado rebolledo, .",154,13,10,2,11,12,UCOL-1373,2009,16,15,True,True,0.15384615384615385,2.0,15.49679,-13.279557
"prado,",70,9,5,3,6,7,UCOL-1374,2009,16,15,True,True,0.3333333333333333,2.0,12.617186,-8.897299
"prieto diaz chavez, emilio",113,8,7,0,8,6,UCOL-1378,2005,20,20,True,True,0.0,2.0,30.114286,-16.198677
"pulido, ..",261,18,16,2,16,10,UCOL-1381,2006,19,15,True,True,0.1111111111111111,2.0,27.644115,1.1075253
"quijano scheggia, sonia",336,19,14,7,12,12,UCOL-1382,2009,16,15,True,True,0.3684210526315789,2.0,26.477297,3.9432387
"quinones hinojosa, alfredo",461,14,11,9,5,6,UCOL-1383,2007,18,15,True,True,0.6428571428571429,2.0,23.972393,7.0746655
"quintana, ..",1,1,1,0,1,1,UCOL-1384,2009,16,15,False,False,0.0,2.0,33.503784,-36.13759
"quintanilla montoya, ana luz",40,11,10,3,8,10,UCOL-1386,2008,17,15,False,True,0.2727272727272727,2.0,20.027565,-12.259801
"quintero castro, laura johanna",14,1,1,0,1,1,UCOL-1388,2015,10,10,False,False,0.0,2.0,-1.1428335,-35.080215
"quintero, antonio",107,6,5,1,5,1,UCOL-1391,2004,21,20,True,True,0.16666666666666666,2.0,21.4349,-8.743224
"rabinovich, jorge",63,7,6,0,7,5,UCOL-1393,2012,13,10,True,True,0.0,2.0,18.495922,-33.120235
"rabling, elizabeth",2,1,1,0,1,1,UCOL-1395,2014,11,10,False,False,0.0,2.0,2.1538205,-36.773056
"ramirez alvarez, nancy",11,1,1,0,1,1,UCOL-1398,2015,10,10,False,False,0.0,2.0,-1.2573186,-35.70076
"ramirez cacho, sergio ivan",1,1,1,0,1,1,UCOL-1400,2012,13,10,False,False,0.0,2.0,13.650016,-40.89742
"ramirez vazquez, carlos",100,4,3,2,2,2,UCOL-1411,2003,22,20,True,False,0.5,2.0,16.396368,-1.3396529
"ramirez,",95,2,2,0,2,2,UCOL-1412,1997,28,25,True,False,0.0,2.0,28.779041,-9.2770605
"ramirez, ..",2,1,1,0,1,1,UCOL-1413,2009,16,15,False,False,0.0,2.0,32.912655,-36.042526
"ramirez, gladys",9,1,1,0,1,1,UCOL-1416,2012,13,10,False,False,0.0,2.0,12.636141,-41.229584
"ramirez, juan jose",249,9,4,4,5,5,UCOL-1418,2000,25,25,True,True,0.4444444444444444,2.0,22.10058,1.1421248
"ramirez, laura angelica flores",0,1,1,0,1,1,UCOL-1419,2013,12,10,False,False,0.0,2.0,6.7493134,-40.174877
"ramirez, monica",0,1,1,0,1,1,UCOL-1421,2011,14,10,False,False,0.0,2.0,19.899113,-40.591995
"ramirez, rafael",1,2,2,0,2,2,UCOL-1422,2015,10,10,False,False,0.0,2.0,-1.3383998,-34.089497
"ramirez, rosario rodriguez",4,1,1,0,1,1,UCOL-1423,2009,16,15,False,False,0.0,2.0,33.709,-35.796894
"ramos organillo, angel",265,24,15,14,10,13,UCOL-1427,2006,19,15,True,True,0.5833333333333334,2.0,29.827646,4.71407
"ramos, cesar",70,3,3,1,2,1,UCOL-1431,2004,21,20,True,False,0.3333333333333333,2.0,17.34778,-5.2849874
"ramos, raymundo",15,1,1,0,1,1,UCOL-1434,2011,14,10,False,False,0.0,2.0,21.066942,-39.5437
"rangel delgado, jose ernesto",7,5,5,0,5,5,UCOL-1435,2014,11,10,False,False,0.0,2.0,3.0864613,-32.21551
"rangel licea, victor",77,19,14,3,16,6,UCOL-1437,2008,17,15,True,True,0.15789473684210525,2.0,27.028728,-0.2970977
"rangelsalgado, viridiana",0,1,1,0,1,1,UCOL-1440,2011,14,10,False,False,0.0,2.0,19.899113,-40.591995
"raya,",153,12,10,5,7,8,UCOL-1442,2004,21,20,True,True,0.4166666666666667,2.0,21.142908,-1.184621
"raymundo, velasco rodriguez",65,8,7,1,7,7,UCOL-1443,2008,17,15,True,True,0.125,2.0,18.421553,-11.770632
"reyes gomez,",551,34,25,17,17,18,UCOL-1452,1996,29,25,True,True,0.5,2.0,32.47751,-1.1181517
"reyes martinez, reyna",1,1,1,0,1,1,UCOL-1454,2015,10,10,False,False,0.0,2.0,-1.8663765,-35.61849
"reyes,",426,13,8,4,9,6,UCOL-1459,1995,30,30,True,True,0.3076923076923077,2.0,31.231998,-4.5184884
"reyes, .",11,6,6,0,6,4,UCOL-1460,2006,19,15,False,True,0.0,2.0,31.454872,-18.601254
"ripoll,",4,1,1,0,1,1,UCOL-1472,2007,18,15,False,False,0.0,2.0,38.697136,-21.206835
"rivas,",139,7,6,2,5,1,UCOL-1474,2004,21,20,True,True,0.2857142857142857,2.0,21.564207,-7.0545206
"rivera ibanez, susana",10,1,1,0,1,1,UCOL-1476,2008,17,15,False,False,0.0,2.0,40.261124,-27.856544
"rizzoli,",11,1,1,0,1,1,UCOL-1480,2015,10,10,False,False,0.0,2.0,-1.2563642,-35.699886
"robles basto, cindy",9,1,1,0,1,1,UCOL-1482,2013,12,10,False,False,0.0,2.0,6.4467587,-39.22319
"rodarte hurtado, katia",5,1,1,0,1,1,UCOL-1490,2011,14,10,False,False,0.0,2.0,20.393446,-39.85972
"rodriguez abitia, guillermo",1,4,3,0,4,2,UCOL-1492,2004,21,20,False,False,0.0,2.0,33.801514,-14.999769
"rodriguez hernandez, alejandrina",293,31,26,9,22,21,UCOL-1499,2008,17,15,True,True,0.2903225806451613,2.0,32.20352,4.379527
"rodriguez leon,",22,2,2,0,2,2,UCOL-1502,2015,10,10,False,False,0.0,2.0,-0.46129665,-34.138645
"rodriguez menchaca, aldo",370,19,12,15,4,7,UCOL-1505,2006,19,15,True,True,0.7894736842105263,2.0,24.819458,6.6689463
"rodriguez ramirez, rosario",2,1,1,0,1,1,UCOL-1509,2011,14,10,False,False,0.0,2.0,20.83046,-40.473904
"rodriguez salazar, rafael",6,1,1,0,1,1,UCOL-1510,2008,17,15,False,False,0.0,2.0,40.51525,-27.319218
"rodriguez tellez, leslie",3,1,1,0,1,1,UCOL-1514,2013,12,10,False,False,0.0,2.0,7.0662003,-39.487602
"rodriguez,",4,1,1,0,1,1,UCOL-1516,2010,15,15,False,False,0.0,2.0,27.28963,-39.573658
"rodriguez, adan",8,2,1,0,2,1,UCOL-1518,2007,18,15,False,False,0.0,2.0,37.318142,-21.151752
"rodriguez, julia ramirez",3,1,1,0,1,1,UCOL-1519,2009,16,15,False,False,0.0,2.0,32.97666,-35.698647
"rodriguez, rosario",8,1,1,0,1,1,UCOL-1522,2012,13,10,False,False,0.0,2.0,12.999872,-40.68298
"roeder,",2,1,1,0,1,1,UCOL-1524,2008,17,15,False,False,0.0,2.0,40.78689,-26.841755
"rojas larios, fabian",198,23,21,10,13,18,UCOL-1525,2004,21,20,True,True,0.43478260869565216,2.0,29.311172,3.2541897
"rojas martinez, augusto",119,6,6,2,4,2,UCOL-1527,2006,19,15,True,True,0.3333333333333333,2.0,19.458082,-6.202428
"rojas sotelo, rocio monserrat",14,1,1,0,1,1,UCOL-1530,2015,10,10,False,False,0.0,2.0,-1.1428388,-35.08021
"rojas, alma",123,10,4,2,8,2,UCOL-1531,2009,16,15,True,True,0.2,2.0,15.772852,-12.225378
"roman, leonor",2,1,1,0,1,1,UCOL-1535,2008,17,15,False,False,0.0,2.0,41.0929,-27.92499
"ruelas, yunue flores",17,3,2,0,3,3,UCOL-1552,2014,11,10,False,False,0.0,2.0,2.7787406,-33.56214
"ruiz najera, jose alfredo",46,2,2,0,2,1,UCOL-1557,2007,18,15,False,False,0.0,2.0,36.17892,-22.300863
"ruiz najera, ramiro eleazar",46,2,2,0,2,1,UCOL-1558,2007,18,15,False,False,0.0,2.0,36.178844,-22.30092
"ruiz, victalina arredondo",7,2,2,0,2,2,UCOL-1565,2009,16,15,False,False,0.0,2.0,31.83516,-34.4577
"sachse, frank",238,6,5,2,4,4,UCOL-1569,2008,17,15,True,True,0.3333333333333333,2.0,21.456944,-4.923971
"saenz, ricardo",85,8,8,1,7,4,UCOL-1570,2005,20,20,True,True,0.125,2.0,21.294239,-9.944924
"salazar ., .",53,12,9,0,12,9,UCOL-1572,2013,12,10,False,True,0.0,2.0,13.668543,-16.626986
"saldana zepeda, dayna",8,5,4,0,5,4,UCOL-1580,2010,15,15,False,False,0.0,2.0,20.717304,-33.939487
"sanchez corona, jose",58,4,4,0,4,2,UCOL-1588,2011,14,10,True,False,0.0,2.0,19.343618,-34.57376
"sanchez murguia, ana",0,1,1,0,1,1,UCOL-1598,2011,14,10,False,False,0.0,2.0,19.899113,-40.591995
"sanchez pastor, enrique",283,24,18,14,10,14,UCOL-1600,2007,18,15,True,True,0.5833333333333334,2.0,29.856043,4.866504
"sanchez,",24,6,6,1,5,5,UCOL-1605,2007,18,15,False,True,0.16666666666666666,2.0,18.81034,-10.439602
"sanchez, edgar",104,10,10,1,9,5,UCOL-1607,2004,21,20,True,True,0.1,2.0,22.2102,-10.089451
"sanderson, richard",57,1,1,0,1,1,UCOL-1612,2010,15,15,True,False,0.0,2.0,25.549498,-36.671947
"sandoval carrillo,",0,2,2,0,2,2,UCOL-1613,2008,17,15,False,False,0.0,2.0,39.42076,-26.410654
"sandoval,",44,3,3,1,2,1,UCOL-1614,2004,21,20,False,False,0.3333333333333333,2.0,17.197582,-5.2492127
"santamaria del angel, eduardo",89,5,5,4,1,5,UCOL-1617,1997,28,25,True,False,0.8,2.0,17.525578,1.1136348
"santiago jimenez,",123,4,2,2,2,2,UCOL-1619,2002,23,20,True,False,0.5,2.0,16.871658,-1.0713098
"santos contreras, rocio",65,3,2,0,3,1,UCOL-1625,2007,18,15,True,False,0.0,2.0,35.138218,-22.22764
"santos, .",108,19,14,1,18,5,UCOL-1626,2004,21,20,True,True,0.05263157894736842,2.0,28.610643,-0.55252904
"sastre castillo, miguel angel",122,3,3,0,3,3,UCOL-1631,2012,13,10,True,False,0.0,2.0,9.065418,-33.466637
"saucedo, ricardo",512,11,5,6,5,6,UCOL-1632,1991,34,30,True,True,0.5454545454545454,2.0,31.750067,-4.939095
"schulze halberg,",81,15,8,1,14,4,UCOL-1634,2006,19,15,True,True,0.06666666666666667,2.0,27.609573,-1.5546509
"serrano, jose alejandro rosales",4,1,1,0,1,1,UCOL-1639,2009,16,15,False,False,0.0,2.0,33.755886,-35.490364
"shabala, lana",438,6,6,2,4,4,UCOL-1641,2008,17,15,True,True,0.3333333333333333,2.0,22.642208,5.709902
"shapiro, mark",191,2,2,2,0,2,UCOL-1643,2000,25,25,True,False,1.0,2.0,17.392584,1.8156023
"silva iniguez, lidia",208,7,5,2,5,5,UCOL-1648,2003,22,20,True,True,0.2857142857142857,2.0,22.432444,-6.651055
"skoda, .",211,4,3,1,3,2,UCOL-1653,2005,20,20,True,False,0.25,2.0,21.410563,-6.534092
"skoda, steven",112,8,7,0,8,4,UCOL-1654,2011,14,10,True,True,0.0,2.0,18.819378,-32.527637
"solares, teodoro espinosa",0,1,1,0,1,1,UCOL-1655,2012,13,10,False,False,0.0,2.0,13.780849,-41.529552
"soriano equigua, leonel",75,23,16,6,17,11,UCOL-1659,2006,19,15,True,True,0.2608695652173913,2.0,29.108099,1.2494859
"soriano hernandez, alejandro",286,17,15,5,12,11,UCOL-1660,2008,17,15,True,True,0.29411764705882354,2.0,26.551685,3.335706
"sosa avalos, ramon",132,14,8,7,7,8,UCOL-1662,1997,28,25,True,True,0.5,2.0,29.702538,-4.9492702
"soto covarrubias, .",20,1,1,0,1,1,UCOL-1667,2015,10,10,False,False,0.0,2.0,-0.69929427,-35.22896
"stevenson, john",260,6,4,2,4,1,UCOL-1671,2008,17,15,True,True,0.3333333333333333,2.0,21.49647,-4.893463
"sumano lopez, hector",28,1,1,0,1,1,UCOL-1680,2006,19,15,False,False,0.0,2.0,37.87908,-17.881767
"tameguri, takeshi",2,1,1,0,1,1,UCOL-1682,2013,12,10,False,False,0.0,2.0,7.0576015,-39.762684
"tapia benavides, rafael",2,1,1,0,1,1,UCOL-1683,2008,17,15,False,False,0.0,2.0,40.786503,-26.842978
"tellez, armando",88,6,3,2,4,4,UCOL-1691,2006,19,15,True,True,0.3333333333333333,2.0,18.903183,-6.207197
"tijerina,",4,1,1,0,1,1,UCOL-1697,2010,15,15,False,False,0.0,2.0,27.289633,-39.573658
"tintos gomez, adrian",103,12,4,4,8,4,UCOL-1699,2010,15,15,True,True,0.3333333333333333,2.0,10.421578,-7.646898
"torres jacome,",179,6,5,3,3,1,UCOL-1708,2001,24,20,True,True,0.5,2.0,18.1576,-0.46535587
"torres orozco, ernesto",85,10,8,5,5,8,UCOL-1711,2005,20,20,True,True,0.5,2.0,19.4875,-2.2626991
"torres preciado, victor hugo",152,20,15,1,19,13,UCOL-1712,2011,14,10,True,True,0.05,2.0,25.842424,0.4812942
"trasvina, armando",41,2,2,0,2,2,UCOL-1718,2005,20,20,False,False,0.0,2.0,34.921303,-16.228933
"tristani firouzi, martin",346,14,9,7,7,7,UCOL-1719,2005,20,20,True,True,0.5,2.0,24.537693,4.702239
"ullah, muhammad irfan",33,8,5,0,8,5,UCOL-1724,2014,11,10,False,True,0.0,2.0,3.5430696,-30.791695
"unrau,",14,2,2,0,2,2,UCOL-1725,2007,18,15,False,False,0.0,2.0,37.22445,-21.295355
"uribarren berrueta, oscar",25,2,2,0,2,1,UCOL-1728,2005,20,20,False,False,0.0,2.0,35.299923,-16.03483
"uribe, tannia",10,1,1,0,1,1,UCOL-1733,2015,10,10,False,False,0.0,2.0,-1.5300599,-34.992863
"urzua,",128,8,6,2,6,7,UCOL-1735,2010,15,15,True,True,0.25,2.0,15.026043,-11.537998
"valadez meneses, rafael",1,2,1,0,2,1,UCOL-1737,2009,16,15,False,False,0.0,2.0,31.574377,-35.09004
"valdivia reyes, ernesto",0,2,1,0,2,1,UCOL-1746,2006,19,15,False,False,0.0,2.0,36.45926,-17.943754
"valencia cruz, georgina",151,8,7,4,4,5,UCOL-1750,2007,18,15,True,True,0.5,2.0,19.308374,-3.0062957
"vazquez,",3,2,1,0,2,1,UCOL-1776,2009,16,15,False,False,0.0,2.0,31.83081,-34.701073
"vazquez, jaime moreles",13,4,4,0,4,3,UCOL-1777,2009,16,15,False,False,0.0,2.0,30.183289,-32.9507
"vazquez, oscar",91,10,9,4,6,5,UCOL-1778,2007,18,15,True,True,0.4,2.0,20.191946,-3.2507877
"velazquez mendoza, carlos ignacio villa",3,1,1,0,1,1,UCOL-1790,2013,12,10,False,False,0.0,2.0,7.0662003,-39.487602
"velez gonzalez, fatima",2,1,1,0,1,1,UCOL-1791,2008,17,15,False,False,0.0,2.0,41.0929,-27.92499
"ventura ramirez,",2,1,1,0,1,1,UCOL-1796,2010,15,15,False,False,0.0,2.0,26.668703,-40.06977
"verduzco,",6,1,1,0,1,1,UCOL-1801,2006,19,15,False,False,0.0,2.0,37.286655,-17.50089
"vidrio, susana",1,4,3,0,4,2,UCOL-1804,2004,21,20,False,False,0.0,2.0,33.801514,-14.999769
"vilda, cristina conde",1,2,2,0,2,2,UCOL-1806,2012,13,10,False,False,0.0,2.0,13.946959,-39.51928
"villasenor gonzalez, luis",29,7,6,0,7,3,UCOL-1813,2007,18,15,False,True,0.0,2.0,30.83757,-18.878826
"villasenor,",18,5,5,1,4,1; 2,UCOL-1814,2007,18,15,False,False,0.2,2.0,18.570219,-10.072246
"virgen ortiz, raul alejandro",46,1,1,0,1,1,UCOL-1822,2011,14,10,False,False,0.0,2.0,22.005724,-38.164883
"vivas, .. ortega",0,1,1,0,1,1,UCOL-1823,2005,20,20,False,False,0.0,2.0,36.549973,-15.493064
"viveros paredes, juan manuel",60,1,1,0,1,1,UCOL-1824,2010,15,15,True,False,0.0,2.0,25.537132,-36.646965
"walet, .",2,1,1,0,1,1,UCOL-1828,2002,23,20,False,False,0.0,2.0,33.688034,-13.16058
"wrase, timm",29,2,2,0,2,1,UCOL-1838,2008,17,15,False,False,0.0,2.0,37.893013,-27.13977
"zamudio barajas,",22,1,1,0,1,1,UCOL-1847,2007,18,15,False,False,0.0,2.0,38.217567,-21.844751
"zenteno savin,",109,4,4,0,4,2,UCOL-1861,2003,22,20,True,False,0.0,2.0,31.750757,-13.980297
"zorrilla, jose",6,2,1,0,2,1,UCOL-1870,2008,17,15,False,False,0.0,2.0,39.139374,-26.589125
"zurroza estrada, alma delia",6,1,1,0,1,1,UCOL-1872,2009,16,15,False,False,0.0,2.0,33.413063,-35.096806
